department_en;org_id;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;volume_meeting_target;total_volume;performance;issue;description_en;action_en;description_fr;action_fr
Transport Canada;138;2023-2024;SRV03466;Vehicle Parking;Stationnement des véhicules;STAN00005987;Vehicle parking areas located at Transport Canada's owned and managed airports will be available for use on a first come first serve basis.;Les aires de stationnement de véhicules situées dans les aéroports exploités et propriété de Transports Canada pourront être utilisées selon la formule premier arrivé, premier servi.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03469;Emergency Response Services;Services d'intervention d'urgence;STAN00005990;Emergency response services will be able to respond to an incident at Transport Canada's owned and managed airports.;Les services d'intervention d'urgence seront en mesure d'intervenir en cas d'incident dans les aéroports détenus et gérés par Transports Canada.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03470;Annual Mobile Equipment Registration;L'enregistrement annuelle d'équipement mobile;STAN00005991;Airside mobile equipment will be safe for use at Transport Canada's owned and managed airports.;L'équipement mobile du côté piste sera utilisé en toute sécurité aux aéroports exploités et propriété de Transports Canada.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03473;Inspection on a domestic vessel;Inspection à bord d’un bâtiment canadien;STAN00006000;Inspection of Imported Machinery and Equipment. Issue certificate and/or transcript, as applicable, within 5 working days after completion of satisfactory inspection.;Inspection des machines et de l’équipement importés. Délivre un certificat et/ou une transcription, selon le cas, dans un délai de 5 jours ouvrables après la réalisation d’une inspection satisfaisante.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03478;Safe Manning Document Review;Examen du Document d'effectifs de sécurité;STAN00006004;Issuance of a Safe Manning Document. Issue Safe Manning Document within 15 working days after reception of complete application.;Délivrance d’un document sur les effectifs minimaux aux fins de sécurité. Délivrer un document spécifiant l’effectif minimal de sûreté dans les 15 jours ouvrables suivant la réception de la demande dûment remplie.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03478;Safe Manning Document Review;Examen du Document d'effectifs de sécurité;STAN00006005;Renewal of a Safe Manning Document. Issue Safe Manning Document within 10 working days after reception of complete application.;Renouvellement d’un document sur les effectifs minimaux aux fins de sécurité. Délivrer un document spécifiant l’effectif minimal de sûreté dans les 10 jours ouvrables suivant la réception de la demande dûment remplie.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03480;Licensing for aviation personnel;Licences pour le personnel en aviation;8652;Issue an Aviation Document Booklet - Digital Application.  30 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Émettre un carnet de documents d'aviation - Demande numérique.  30 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03480;Licensing for aviation personnel;Licences pour le personnel en aviation;STAN00006008;Issuance of a flight engineer licence. 40 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Délivrance d'une licence de mécanicien Navigant. 40 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03481;Seafarer examination and/or assessment of qualification;Examen et/ou évaluation des qualifications des gens de mer;STAN00006019;Conduct of a simulator-based examination. Process request by scheduling a date for examination within 10 working days after receipt of complete application if all the prerequisites are met.;Administration d'un examen subi à l’aide d’un simulateur. Traiter la demande en établissant une date d'examen dans les 10 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03481;Seafarer examination and/or assessment of qualification;Examen et/ou évaluation des qualifications des gens de mer;STAN00006020;Conduct of a written examination. Process request by scheduling a date for examination within 10 working days after receipt of complete application if all the prerequisites are met.;Administration d'un examen écrit. Traiter la demande en établissant une date d'examen dans les 10 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03481;Seafarer examination and/or assessment of qualification;Examen et/ou évaluation des qualifications des gens de mer;STAN00006021;Conduct of an oral or practical examination for the purpose of obtaining a certificate other than a limited or restricted certificate: Process request by scheduling a date for examination within 10 working days after receipt of complete application if all the prerequisites are met.;Administration d'un examen oral ou pratique en vue de l’obtention d’un brevet, autre qu'un brevet avec restrictions : Traiter la demande en établissant une date d'examen dans les 10 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03481;Seafarer examination and/or assessment of qualification;Examen et/ou évaluation des qualifications des gens de mer;STAN00006022;Conduct of an oral or practical examination for the purpose of obtaining a limited or restricted certificate. Process request by scheduling a date for examination within 10 working days after receipt of complete application if all the prerequisites are met.;Administration d'un examen oral ou pratique subi en vue de l’obtention d’un brevet avec restrictions. Traiter la demande en établissant une date d'examen dans les 10 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03482;Certification for a seafarer;Certification des gens de mer;STAN0006024;Replacement of a certificate or an endorsement except for a certificate or an endorsement lost owing to shipwreck. Issue Minister's certificate or endorsement - 120 working days after receipt of complete application if all the prerequisites are met.;Remplacement d'un brevet d'aptitude, un certificat d'aptitude ou d'un visa à l'exception d'un brevet d'aptitude, d'un certificat d'aptitude ou d'un visa perdu en raison d'un naufrage. Délivrer un brevet d'aptitude, un certificat d'aptitude ou un visa du ministre - 120 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03482;Certification for a seafarer;Certification des gens de mer;STAN0006025;Issuance of a certificate or an endorsement not requiring examination other than a medical examination. Issue a Minister's certificate or endorsement - 120 working days after receipt of complete application if all the prerequisites are met.;Délivrance d'un brevet ou d'un visa qui n'exigeant pas d’examen autre qu'un examen medical. Délivrer un brevet de compétence ou un visa - 120 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03483;Search for Sea Service;Recherche de service en mer;STAN00006026;Replacement of Seaman's record of service. Replace within 90 working days after receipt of complete application if all the prerequisites are met.;Remplacement du carnet de congédiement d'un marin.  Remplacé dans les 90 jours ouvrables suivant la réception de la demande dûment remplie si toutes les conditions préalables sont satisfaites.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03487;Register a mortgage for a vessel;Enregistrer une hypothèque sur un bâtiment;STAN00006043;Mortgages - Transmission in case of mortgagee/assignee bankruptcy or death. Within 5 working days excluding any delays incurred to obtain missing information and/or documentation.;Hypothèques: Transmission en cas de faillite ou de décès du créancier hypothécaire/cessionnaire. Dans les 5 jours ouvrables excluant tout retard encouru pour obtenir des renseignements et/ou documentation manquants.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03491;Issuance, in response to a request by industry, of an evaluation or authorization of industry training products.;Délivrance, à la suite d’une demande de l’industrie, d’une évaluation ou d’une autorisation concernant des produits de formation de l’industrie.;STAN00006053;Issuance, in response to a request by industry, of an evaluation or authorization of industry training products.  This service is no longer being offered and is flagged for deletion in the Canadian Aviation Regulations, CAR 104 fee schedules.;Délivrance, à la suite d’une demande de l’industrie, d’une évaluation ou d’une autorisation concernant des produits de formation de l’industrie.  Ce service n'est dorénavant plus offert et est marqué pour suppression des annexes de frais dans le Règlement de l'aviation canadien (RAC104).;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03495;Dangerous Goods inspection;Inspection des marchandises dangereuses;8655;Division 5: Inspection of a vessel carrying packaged dangerous goods: Issue certificate and/or transcript, as applicable, within 5 working days after completion of satisfactory inspection;Section 5 : Inspection d’un bâtiment transportant des marchandises dangereuses emballées : Émettre un certificat et/ou une transcription, selon le cas, dans les 5 jours ouvrables suivant la fin d'une inspection satisfaisante;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03495;Dangerous Goods inspection;Inspection des marchandises dangereuses;STAN00006058;Division 2: Inspection of a vessel carrying solid bulk dangerous goods: Issue certificate and/or transcript, as applicable, within 5 working days after completion of satisfactory inspection;Section 2 : Inspection d’un bâtiment transportant des marchandises dangereuses solides en vrac : Émettre un certificat et/ou une transcription, selon le cas, dans les 5 jours ouvrables suivant la fin d'une inspection satisfaisante;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8660;Get a new pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Obtenir un nouveau permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8661;Transfer a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Transférer un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8662;Renew a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Renouveler un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8663;Get a duplicate pleasure craft licence document: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Obtenir un duplicata permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8664;Update a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Mettre à jour les renseignements figurant sur votre permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03509;Pleasure Craft Licence;Délivrance des permis d'embarcations de plaisance;8665;Cancel a pleasure craft licence: TC will process applications and send the licence within five (5) business days of receipt of a fully completed application, including all required supporting documentation.;Annuler un permis d’embarcation de plaisance : TC va traiter les demandes et envoyer le permis dans les cinq jours ouvrables suivant la réception d'une demande dûment remplie, accompagnée de toutes les pièces justificatives requises.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03518;Approval of Emergency Response Assistance Plans (ERAP);Approbation des plans d’intervention d’urgence (PIU);STAN00006074;Approval of a new, update or renewal of an ERAP using mail application. 60 business days;L’agrément d'un nouveau, mise à jour ou renouvellement de plans d'intervention d'urgence (PIU) en utilisant une application par la poste. 60 jours ouvrables;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Address Disturbances from Vessel Traffic;Programme de lutte contre les perturbations causées par le trafic maritime;STAN00006106;Acknowledge Receipt - 10 business days - Program to Address Disturbances from Vessel Traffic: Vessel slowdown;Accuser réception d’une demande - 10 jours ouvrables - Programme de lutte contre les perturbations causées par le trafic maritime : ralentissement des navires;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Address Disturbances from Vessel Traffic;Programme de lutte contre les perturbations causées par le trafic maritime;STAN00006108;Acknowledge Receipt - 10 business days - Program to Address Disturbances from Vessel Traffic: WhaleReport Alert System;Accuser réception d’une demande - 10 jours ouvrables - Programme de lutte contre les perturbations causées par le trafic maritime : Système d’alerte WhaleReport;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Address Disturbances from Vessel Traffic;Programme de lutte contre les perturbations causées par le trafic maritime;STAN00006109;Issue Payment - 20 business days - Program to Address Disturbances from Vessel Traffic: WhaleReport Alert System;Versement des paiements -  20 jours ouvrables - Programme de lutte contre les perturbations causées par le trafic maritime : Système d’alerte WhaleReport;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Protect Canada's Coastlines and Waterways (PPCCW);Programme de protection du littoral et des voies navigables du Canada (PPCVNC);STAN00006116;Acknowledge Receipt - 10 business days - Program to Protect Canada's Coastlines and Waterways: Marine Training Program;Accuser réception d’une demande - 10 jours ouvrables - Programme de protection des côtes et des voies navigables du Canada : Programme de formation maritime;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Protect Canada's Coastlines and Waterways (PPCCW);Programme de protection du littoral et des voies navigables du Canada (PPCVNC);STAN00006127;Acknowledge Receipt - 10 business days - Program to Protect Canada's Coastlines and Waterways: Safety Equipment and Basic Marine Infrastructure in Northern Communities Initiative;Accuser réception d’une demande - 10 jours ouvrables - Programme de protection des côtes et des voies navigables du Canada : Initiative relative à l’équipement de sécurité et à l’infrastructure maritime de base dans les collectivités nordiques;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Program to Advance Indigenous Reconciliation (PAIR);Programme visant à favoriser la réconciliation avec les peuples autochtones (PFRPA);STAN00006135;Acknowledge Receipt - 10 business days - Program to Advance Indigenous Reconciliation: Marine Protected Areas;Accuser réception d’une demande - 10 jours ouvrables - Programme de promotion de la réconciliation avec les Autochtones : Zones de protection marine à travers le Canada;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03537;Commemoration Fund for the Victims of the Ethiopian Airlines Flight 302 Tragedy;Fond de commémoration des victimes de la tragédie du vol 302 d’Ethiopian Airlines;STAN00006139;Acknowledge receipt - 10 business days - Commemoration Fund for the Victims of the Ethiopian Airlines Flight 302 Tragedy;Accuser réception d’une demande - 10 jours ouvrables - Fonds de commémoration des victimes de la tragédie du vol 302 d’Ethiopian Airlines;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03551;Aircraft registration;Immatriculation d'aéronef;STAN00006148;Provision of a response to a request by the public for aircraft history.  This self-service is available 24/7 on Transport Canada's Canadian Civil Aircraft Register at https://wwwapps.tc.gc.ca/Saf-Sec-Sur/2/CCARCS-RIACC/Menu.aspx.;Réponse à une demande du public à l’égard des antécédents des aéronefs.  Ce libre service est accessible 24/7 sur le site du Registre d'immatriculation des aéronefs civils canadiens de Transports Canada au https://wwwapps.tc.gc.ca/Saf-Sec-Sur/2/CCARCS-RIACC/Menu.aspx?lang=fra.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03552;Flight authority;Autorité de vol;STAN00006150;Issuance of an export airworthiness certificate by an employee of the Department of Transport, in respect of transport category aeroplanes and transport category rotorcraft. 90 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Délivrance par un employé du ministère des Transports d'un certificat de navigabilité pour exportation, à l'égard d'avions de la catégorie transport et de giravions de la catégorie transport. 90 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03552;Flight authority;Autorité de vol;STAN00006154;Reinstatement of a suspended certificate of airworthiness. 5 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Rétablissement d'un certificat de navigabilité qui a été suspend.5 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03552;Flight authority;Autorité de vol;STAN00006155;Issuance of an export airworthiness certificate by an employee of the Department of Transport, in respect of gliders, powered gliders and manned free balloons. 90 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Délivrance par un employé du ministère des Transports d'un certificat de navigabilité pour exportation, à l'égard de planeurs, de planeurs propulsés et de ballons libres habités. 90 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03552;Flight authority;Autorité de vol;STAN00006160;Issuance of an export airworthiness certificate by an employee of the DoT, in respect of very light aeroplanes, airships and aeroplanes and rotorcraft other than transport category aeroplanes and transport category rotorcraft. 90 working days.;Délivrance par un employé du MoT d'un certificat de navigabilité pour exportation, à l'égard d'avions très légers, de dirigeables, d'avions et de giravions autres que des avions de la catégorie transport et des giravions de la catégorie transport. 90 jours ouvrables.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03552;Flight authority;Autorité de vol;STAN00006161;Issuance of the following flight authorities by an employee of the DoT: a certificate of airworthiness for an aircraft in the transport category, issued on importation of the aircraft. 90 working days. Processing times can vary depending on the complexity and completeness of the request.;Délivrance par un employé du MoT des autorités de vol suivantes : un certificat de navigabilité pour un aéronef de la catégorie transport, délivré lors de l'importation de l'aéronef. 90 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03553;Certificate of approval for a maintenance or manufacturing organization;Certificat d'approbation pour une organisation de maintenance ou de fabrication;STAN00006166;Reinstatement of a suspended certificate of approval for a maintenance or manufacturing organization, in respect of organizations with 51 or more technical employees. 10 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Rétablissement d'un certificat d'agrément suspendu d'un organisme de construction ou de maintenance, dans le cas d'organismes qui possèdent 51 et plus d'employés techniques. 10 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03553;Certificate of approval for a maintenance or manufacturing organization;Certificat d'approbation pour une organisation de maintenance ou de fabrication;STAN00006170;Reinstatement of a suspended certificate of approval for a maintenance or manufacturing, in respect of organizations with more than 10 but fewer than 51 technical employees.10 working days. Actual processing times can vary depending on the complexity and completeness.;Rétablissement d'un certificat d'agrément suspendu d'un organisme de construction ou de maintenance, dans le cas d'organismes qui possèdent plus de 10 mais moins de 51 employés techniques. 10 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03553;Certificate of approval for a maintenance or manufacturing organization;Certificat d'approbation pour une organisation de maintenance ou de fabrication;STAN00006171;Reinstatement of a suspended certificate of approval for a maintenance or manufacturing organization, in respect of organizations with three or fewer technical employees. 10 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Rétablissement d'un certificat d'agrément suspendu d'un organisme de construction ou de maintenance, dans le cas d'organismes qui possèdent 3 employés techniques ou moins. 10 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03560;Report a safety defect;Signaler un défaut de sécurité;STAN00006181;Return voice mail left on the Defect Complaints and Recalls Hot Line and email messages left on our generic mailbox (automobile@tc.gc.ca) by the next business day or sooner, 80% of the time.;Retourner les messages vocaux laissés sur la ligne d'assistance téléphonique pour les plaintes et les rappels de défauts et les messages électroniques laissés sur notre boîte courriel générique (automobile@tc.gc.ca) le jour ouvrable suivant ou plus tôt, dans 80 % des cas.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
Transport Canada;138;2023-2024;SRV03565;Letter of acceptance for foreign maintenance organizations;Lettre d'acceptation pour les organismes de maintenance étrangères;STAN00006186;Issuance of a letter of initial acceptance to European Joint Aviation Requirements (EASA-145) maintenance organizations. 90 working days. Actual processing times can vary depending on the complexity and completeness of the request.;Délivrance d'une lettre d'acceptation initiale aux organismes de maintenance se conformant aux European Joint Aviation Requirements (JAR-145). 90 jours ouvrables. Le temps réel requis pour traiter une demande dépend de sa complexité et de son exhaustivité.;0;0;;qa_no_ss_volume;There is no volume being reported for this service standard;Remove service standards that do not track performance;Aucune information volumétrique n'est rapportée pour cette norme de service.;Supprimer les normes de service qui ne rapportent pas leur rendement
