"org_id","dept_id","pop_id","abbr_en","legal_title","applied_title","old_applied_title","description_en","min_port_en","min_1","min_2","min_3","inst_struct_en","start","end_fin","status","enabling_instr","FAA_LRC_inst","FAA_LRC_HR_RH","auditor","fed_rep_en","notes_en","website"
333,"VRAB","AVC","VRAB","Veterans Review and Appeal Board",,,"The Veterans Review and Appeal Board (Board) is an independent, administrative tribunal created in 1995. The Board provides an appeal program for service-related disability decisions made by the Department of Veterans Affairs. This program gives applicants two levels of redress for disability benefits decisions and the final level of appeal for War Veterans Allowance claims. The Board’s objective is to ensure that Veterans, Canadian Armed Forces and  Royal Canadian Mounted Police  members, and their families receive the disability  benefits to which they are entitled. The responsible Minister for the Board is the Minister of Veterans Affairs and Associate Minister of National Defence.","Veterans Affairs",,,,"Departmental Agencies",1995,,"a","Veterans Review and Appeal Board Act, S.C. 1995, c. 18","I.1","IV",,,"Internal Services to support the operations of the Veterans Review and Appeal Board are provided at no cost to the Board under a Memorandum of Understanding (MOU) with Veterans Affairs Canada.","www.vrab-tacra.gc.ca"
334,"VIA","VIA","VIA Rail","VIA Rail Canada Inc.",,,"To offer a national passenger rail transportation service that is safe, secure, efficient, reliable, and environmentally sustainable, and that meets the needs of travellers in Canada.","Transport",,,,"Crown Corporations",1977,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44","III",,"Auditor General of Canada",,,"www.viarail.ca/en"
334,"VIA","VIA","VIA Rail","VIA Rail Canada Inc.",,,"To offer a national passenger rail transportation service that is safe, secure, efficient, reliable, and environmentally sustainable, and that meets the needs of travellers in Canada.","Transport",,,,"Crown Corporations",1977,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44","III",,"Auditor General of Canada",,,"www.viarail.ca/en"
335,,,,"Victoria Airport Authority",,,"To manage, operate, and develop the airport.","Transport",,,,"Shared-Governance Corporations",1997,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"KPMG LLP","2/12 board members",,"www.victoriaairport.com"
335,,,,"Victoria Airport Authority",,,"To manage, operate, and develop the airport.","Transport",,,,"Shared-Governance Corporations",1997,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"KPMG LLP","2/12 board members",,"www.victoriaairport.com"
336,,,,"Waterfront Toronto",,,"To transform the Toronto waterfront for the use and enjoyment of the people of Toronto, Ontario, and Canada; to foster economic growth; and to redefine how the city, province, and country are perceived by the world.","Infrastructure and Communities",,,,"Shared-Governance Corporations",2003,,"a","Toronto Waterfront Revitalization Corporation Act, S.O. 2002, c. 28",,,"BDO Canada LLP","4/13 board members",,"www.waterfrontoronto.ca"
336,,,,"Waterfront Toronto",,,"To transform the Toronto waterfront for the use and enjoyment of the people of Toronto, Ontario, and Canada; to foster economic growth; and to redefine how the city, province, and country are perceived by the world.","Infrastructure and Communities",,,,"Shared-Governance Corporations",2003,,"a","Toronto Waterfront Revitalization Corporation Act, S.O. 2002, c. 28",,,"BDO Canada LLP","4/13 board members",,"www.waterfrontoronto.ca"
337,,,,"Wildlife Habitat Canada",,,"To promote the conservation, restoration, and enhancement of wildlife habitat in Canada in order to retain the diversity, distribution, and abundance of wildlife.","Environment and Climate Change",,,,"Shared-Governance Corporations",1984,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32",,,"Marcil Lavallée","2/10 board members",,"www.whc.org"
337,,,,"Wildlife Habitat Canada",,,"To promote the conservation, restoration, and enhancement of wildlife habitat in Canada in order to retain the diversity, distribution, and abundance of wildlife.","Environment and Climate Change",,,,"Shared-Governance Corporations",1984,,"a","Canada Corporations Act, R.S.C. 1970, c. C-32",,,"Marcil Lavallée","2/10 board members",,"www.whc.org"
338,,,,"Windsor Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.","Transport",,,,"Shared-Governance Corporations",1999,,"a","Canada Marine Act, S.C. 1998, c. 10",,,"Collins Barrow Windsor LLP","5/7 board members",,"www.portwindsor.com"
338,,,,"Windsor Port Authority",,,"To manage the marine infrastructure and services in a commercial manner that encourages and takes into account input from users and from the community in which the port is located.","Transport",,,,"Shared-Governance Corporations",1999,,"a","Canada Marine Act, S.C. 1998, c. 10",,,"Collins Barrow Windsor LLP","5/7 board members",,"www.portwindsor.com"
339,"WDBA",,"WDBA","Windsor-Detroit Bridge Authority","Windsor-Detroit Bridge Authority",,"Under the terms of its Letters Patent and of the Crossing Agreement, the WDBA is responsible for carrying out the obligations of the Crossing Authority as a party to the Crossing Agreement and to construct, and / or operate the Detroit River International Crossing.","Infrastructure and Communities",,,,"Crown Corporations",2012,,"a","International Bridges and Tunnels Act, S.C. 2007, c. 1","III",,"Office of the Auditor General of Canada",,,"https://www.gordiehoweinternationalbridge.com/en"
339,"WDBA",,"WDBA","Windsor-Detroit Bridge Authority","Windsor-Detroit Bridge Authority",,"Under the terms of its Letters Patent and of the Crossing Agreement, the WDBA is responsible for carrying out the obligations of the Crossing Authority as a party to the Crossing Agreement and to construct, and / or operate the Detroit River International Crossing.","Infrastructure and Communities",,,,"Crown Corporations",2012,,"a","International Bridges and Tunnels Act, S.C. 2007, c. 1","III",,"Office of the Auditor General of Canada",,,"https://www.gordiehoweinternationalbridge.com/en"
340,,,,"Winnipeg Airports Authority Inc.",,,"To manage, operate, and develop the airports.","Transport",,,,"Shared-Governance Corporations",1997,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"PricewaterhouseCoopers LLP","2/15 board members",,"www.waa.ca"
340,,,,"Winnipeg Airports Authority Inc.",,,"To manage, operate, and develop the airports.","Transport",,,,"Shared-Governance Corporations",1997,,"a","Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"PricewaterhouseCoopers LLP","2/15 board members",,"www.waa.ca"
341,,,,"World Anti-Doping Agency",,,"To promote and coordinate at the international level the fight against doping in sport in all its forms.","Canadian Heritage",,,,"International Organizations",1999,,"a","Incorporated under Swiss law as a non-profit organization, 1999",,,"PricewaterhouseCoopers LLP","1/38 board members",,"www.wada-ama.org/en"
341,,,,"World Anti-Doping Agency",,,"To promote and coordinate at the international level the fight against doping in sport in all its forms.","Canadian Heritage",,,,"International Organizations",1999,,"a","Incorporated under Swiss law as a non-profit organization, 1999",,,"PricewaterhouseCoopers LLP","1/38 board members",,"www.wada-ama.org/en"
342,,"OCE",,"Commissioner of Canada Election",,,,,,,,"Other Organizations",2019,,"a",,,"IV",,,"The portion of the federal public administration in the Office of the Director of Public Prosecutions in which the employees referred to in section 509.3 of the Canada Elections Act occupy their positions (Financial Administration Act: Schedule IV)",
344,,,,"Canada Infrastructure Bank",,,"The purpose of the Bank is to invest, and seek to attract investment from private sector investors and institutional investors, in infrastructure projects in Canada or partly in Canada that will generate revenue and that will be in the public interest by, for example, supporting conditions that foster economic growth or by contributing to the sustainability of infrastructure in Canada.","Infrastructure and Communities",,,,"Crown Corporations",2017,,"a","Canada Infrastructure Bank Act, S.C. 2017, c. 20, s. 403","III",,"Auditor General of Canada",,,"www.infrastructure.gc.ca/CIB-BIC/index-eng.html"
344,,,,"Canada Infrastructure Bank",,,"The purpose of the Bank is to invest, and seek to attract investment from private sector investors and institutional investors, in infrastructure projects in Canada or partly in Canada that will generate revenue and that will be in the public interest by, for example, supporting conditions that foster economic growth or by contributing to the sustainability of infrastructure in Canada.","Infrastructure and Communities",,,,"Crown Corporations",2017,,"a","Canada Infrastructure Bank Act, S.C. 2017, c. 20, s. 403","III",,"Auditor General of Canada",,,"www.infrastructure.gc.ca/CIB-BIC/index-eng.html"
345,"NSICP","NSI",,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",,,"The mandate of the Committee is to review (a) the legislative, regulatory, policy, administrative and financial framework for national security and intelligence; (b) any activity carried out by a department that relates to national security or intelligence, unless the activity is an ongoing operation and the appropriate Minister determines that the review would be injurious to national security; and (c) any matter relating to national security or intelligence that a minister of the Crown refers to the Committee. If the appropriate Minister determines that a review would be injurious to national security, he or she must inform the Committee of his or her determination and the reasons for it. If the appropriate Minister determines that the review would no longer be injurious to national security or if the appropriate Minister is informed that the activity is no longer ongoing, he or she must inform the Committee that the review may be conducted.","Privy Council",,,,"Departmental Agencies",2017,,"a","National Security and Intelligence Committee of Parliamentarians Act, S.C. 2017, c. 15","I.1","IV",,,,"https://www.nsicop-cpsnr.ca/index-en.html"
345,"NSICP","NSI",,"Secretariat of the National Security and Intelligence Committee of Parliamentarians",,,"The mandate of the Committee is to review (a) the legislative, regulatory, policy, administrative and financial framework for national security and intelligence; (b) any activity carried out by a department that relates to national security or intelligence, unless the activity is an ongoing operation and the appropriate Minister determines that the review would be injurious to national security; and (c) any matter relating to national security or intelligence that a minister of the Crown refers to the Committee. If the appropriate Minister determines that a review would be injurious to national security, he or she must inform the Committee of his or her determination and the reasons for it. If the appropriate Minister determines that the review would no longer be injurious to national security or if the appropriate Minister is informed that the activity is no longer ongoing, he or she must inform the Committee that the review may be conducted.","Privy Council",,,,"Departmental Agencies",2017,,"a","National Security and Intelligence Committee of Parliamentarians Act, S.C. 2017, c. 15","I.1","IV",,,,"https://www.nsicop-cpsnr.ca/index-en.html"
346,"PBO","PBO",,"Office of the Parliamentary Budget Officer",,,"The PBO’s mandate is to provide independent analysis to Parliament on the budget, the estimates and other documents, as well as matters of particular significance relating to the nation’s finances or economy listed in the PBO’s annual work plan; and at the request of a committee or a parliamentarian, to estimate the financial cost of any proposal that relates to matters over which Parliament has jurisdiction. Certain committees can also request analyses of the nation’s finances or economy or the estimates.","Parliament",,,,"Parliamentary Entities",2017,,"a","Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,"www.pbo-dpb.gc.ca/en/"
347,"INVIC","ICH",,"Invest in Canada Hub",,,"The Invest in Canada Hub’s mandate, for the purpose of supporting economic prosperity and stimulating innovation in Canada, is to: (a) promote foreign direct investment in Canada and attract and facilitate that investment; and (b) coordinate the efforts of the government, the private sector and other stakeholders with respect to foreign direct investment in Canada.","Global Affairs",,,,"Departmental Corporations",2017,,"a","Invest in Canada Act, S.C., 2017, c. 20","II","V",,,,
347,"INVIC","ICH",,"Invest in Canada Hub",,,"The Invest in Canada Hub’s mandate, for the purpose of supporting economic prosperity and stimulating innovation in Canada, is to: (a) promote foreign direct investment in Canada and attract and facilitate that investment; and (b) coordinate the efforts of the government, the private sector and other stakeholders with respect to foreign direct investment in Canada.","Global Affairs",,,,"Departmental Corporations",2017,,"a","Invest in Canada Act, S.C., 2017, c. 20","II","V",,,,
348,"INDSC","DIS","ISC","Department of Indigenous Services",,,"Indigenous Services Canada (ISC) works collaboratively with partners to improve access to high quality services for First Nations, Inuit and Métis. Our vision is to support and empower Indigenous Peoples to independently deliver services and address the socio-economic conditions in their communities.","Indigenous Services",,,,"Ministerial Departments",2017,,"a","Department of Indigenous Services Act (S.C. 2019, c. 29, s. 336)","I",,,,"The Department of Indigenous Services Canada (DISC) was first established by Order–in-Council (P.C. 2017-79) on November 30, 2017.  The Budget Implementation Act of 2019 established Indigenous Services (IS) with the enactment of the Department of Indigenous Services Act and removed DISC from Schedule I.1. 

For financial reporting purposes this is viewed as a continuation of the work initiated in 2017 and as such, DISC and IS are considered a continuous entity for the 2019-20 fiscal year.","www.canada.ca/en/indigenous-services-canada.html"
348,"INDSC","DIS","ISC","Department of Indigenous Services",,,"Indigenous Services Canada (ISC) works collaboratively with partners to improve access to high quality services for First Nations, Inuit and Métis. Our vision is to support and empower Indigenous Peoples to independently deliver services and address the socio-economic conditions in their communities.","Indigenous Services",,,,"Ministerial Departments",2017,,"a","Department of Indigenous Services Act (S.C. 2019, c. 29, s. 336)","I",,,,"The Department of Indigenous Services Canada (DISC) was first established by Order–in-Council (P.C. 2017-79) on November 30, 2017.  The Budget Implementation Act of 2019 established Indigenous Services (IS) with the enactment of the Department of Indigenous Services Act and removed DISC from Schedule I.1. 

For financial reporting purposes this is viewed as a continuation of the work initiated in 2017 and as such, DISC and IS are considered a continuous entity for the 2019-20 fiscal year.","www.canada.ca/en/indigenous-services-canada.html"
350,"LDC","LDC",,"Leaders’ Debates Commission",,,"The mandate of the Leaders’ Debates Commission is to:
(a) organize one leaders’ debate in each official language during each general election period;
(b) set participation criteria for the leaders’ debates and ensure that the leader of each political party that meets those criteria is invited to participate in the debates;
(b.1) make the participation criteria public
(c) ensure that the leaders’ debates are broadcast and otherwise made available in an accessible way to persons with disabilities;
(d) ensure that the leaders’ debates reach as many Canadians as possible, including those living in remote areas and those living in official language minority communities, through a variety of media and other fora;
(d.1) endeavour to ensure that the leaders’ debates are available in languages other than French and English, and, in doing so, pay special attention to Canada’s Indigenous languages;
(e) ensure that the leaders’ debates are broadcast free of charge, whether or not the broadcast is live;
(f) ensure that any reproduction of the leaders’ debates is subject to only the terms and conditions that are necessary to preserve the integrity of the debates;
(g) ensure that high journalistic standards are maintained for the leaders’ debates;
(g.1) provide final approval of the format and production of the leaders’ debates, while respecting journalistic independence;
(h) undertake an awareness raising campaign and outreach activities to ensure that Canadians know when, where and how to access the leaders’ debates; and
(i) provide advice and support in respect of other political debates related to the general election, including candidates’ debates, as the Debates Commissioner considers appropriate.","Privy Council",,,,"Departmental Agencies",2018,,"a","Order in Council P.C. 2018-1322","I.1",,,,,"https://www.debates-debats.ca/en/"
350,"LDC","LDC",,"Leaders’ Debates Commission",,,"The mandate of the Leaders’ Debates Commission is to:
(a) organize one leaders’ debate in each official language during each general election period;
(b) set participation criteria for the leaders’ debates and ensure that the leader of each political party that meets those criteria is invited to participate in the debates;
(b.1) make the participation criteria public
(c) ensure that the leaders’ debates are broadcast and otherwise made available in an accessible way to persons with disabilities;
(d) ensure that the leaders’ debates reach as many Canadians as possible, including those living in remote areas and those living in official language minority communities, through a variety of media and other fora;
(d.1) endeavour to ensure that the leaders’ debates are available in languages other than French and English, and, in doing so, pay special attention to Canada’s Indigenous languages;
(e) ensure that the leaders’ debates are broadcast free of charge, whether or not the broadcast is live;
(f) ensure that any reproduction of the leaders’ debates is subject to only the terms and conditions that are necessary to preserve the integrity of the debates;
(g) ensure that high journalistic standards are maintained for the leaders’ debates;
(g.1) provide final approval of the format and production of the leaders’ debates, while respecting journalistic independence;
(h) undertake an awareness raising campaign and outreach activities to ensure that Canadians know when, where and how to access the leaders’ debates; and
(i) provide advice and support in respect of other political debates related to the general election, including candidates’ debates, as the Debates Commissioner considers appropriate.","Privy Council",,,,"Departmental Agencies",2018,,"a","Order in Council P.C. 2018-1322","I.1",,,,,"https://www.debates-debats.ca/en/"
351,,,,"Asian Infrastructure Investment Bank",,,"To foster sustainable economic development, create wealth and improve infrastructure connectivity in Asia, and promote regional cooperation and partnership in addressing development challenges.","Finance",,,,"International Organizations",2014,,"a","Asian Infrastructure Investment Bank Agreement Act, S.C. 2017, c. 33, s. 176",,,"PricewaterhouseCoopers (PwC)","0.995 per cent ownership",,"www.aiib.org"
351,,,,"Asian Infrastructure Investment Bank",,,"To foster sustainable economic development, create wealth and improve infrastructure connectivity in Asia, and promote regional cooperation and partnership in addressing development challenges.","Finance",,,,"International Organizations",2014,,"a","Asian Infrastructure Investment Bank Agreement Act, S.C. 2017, c. 33, s. 176",,,"PricewaterhouseCoopers (PwC)","0.995 per cent ownership",,"www.aiib.org"
538,,,,"Canada Investment and Savings",,,,,,,,"Other Organizations",1995,,"a",,,"V",,,"Non-operational.",
539,"ATSSC","ATS","ATSSC","Administrative Tribunals Support Service of Canada","Administrative Tribunals Support Service of Canada",,"The Administrative Tribunals Support Service of Canada (ATSSC) is responsible for providing the support services and the facilities that are needed by each of the administrative tribunals it serves to enable them to exercise their powers and perform their duties and functions in  accordance with their legislation and rules. The Minister of Justice and Attorney General of Canada is responsible for this organization.","Justice",,,,"Departmental Agencies",2014,,"a","Administrative Tribunals Support Service of Canada Act, S.C. 2014, c. 20","I.1","IV",,,,"www.canada.ca/en/administrative-tribunals-support-service.html"
539,"ATSSC","ATS","ATSSC","Administrative Tribunals Support Service of Canada","Administrative Tribunals Support Service of Canada",,"The Administrative Tribunals Support Service of Canada (ATSSC) is responsible for providing the support services and the facilities that are needed by each of the administrative tribunals it serves to enable them to exercise their powers and perform their duties and functions in  accordance with their legislation and rules. The Minister of Justice and Attorney General of Canada is responsible for this organization.","Justice",,,,"Departmental Agencies",2014,,"a","Administrative Tribunals Support Service of Canada Act, S.C. 2014, c. 20","I.1","IV",,,,"www.canada.ca/en/administrative-tribunals-support-service.html"
541,,"SST",,"Director of Soldier Settlement",,,,"Veterans Affairs",,,,"Other Organizations",1927,,"a",,,"IV",,,,
542,,"DVL",,"The Director, The Veterans’ Land Act",,,,"Veterans Affairs",,,,"Other Organizations",2019,,"a",,,"IV",,,,
543,,"ESR",,"Energy Supplies Allocation Board",,,,"Natural Resources",,,,"Other Organizations",1974,,"a",,,"IV",,,,
545,,"FPF",,"Staff of the Non-Public Funds, Canadian Forces",,,,,,,,"Other Organizations",2019,,"a",,,"V",,,,
547,,,,"Canadian Foundation for Healthcare Improvement (CFHI)",,,"The Canadian Foundation for Healthcare Improvement (CFHI) has amalgamated with the Canadian Patient Safety Institute (CPSI) and is now operating as Healthcare Excellence Canada.  See description under that organization’s entry.","Health",,,,"Shared-Governance Corporations",2014,2020,"d","Canada Not-for-profit Corporations Act, S.C. 2009, c. 23",,,"KPMG","1/10 board members",,"www.cfhi-fcass.ca"
547,,,,"Canadian Foundation for Healthcare Improvement (CFHI)",,,"The Canadian Foundation for Healthcare Improvement (CFHI) has amalgamated with the Canadian Patient Safety Institute (CPSI) and is now operating as Healthcare Excellence Canada.  See description under that organization’s entry.","Health",,,,"Shared-Governance Corporations",2014,2020,"d","Canada Not-for-profit Corporations Act, S.C. 2009, c. 23",,,"KPMG","1/10 board members",,"www.cfhi-fcass.ca"
552,"CPCC","CHR","POLAR","Canadian High Arctic Research Station","Polar Knowledge Canada",,"Canadian High Arctic Research Station has been created to: Advance knowledge of the Canadian Arctic in order to improve economic opportunities, environmental stewardship and the quality of life of its residents and all other Canadians; Promote the development and dissemination of knowledge of the other circumpolar regions, including the Antarctic; Strengthen Canada’s leadership on Arctic issues; and, Establish a hub for scientific research in the Canadian Arctic.","Crown-Indigenous Relations and Northern Affairs",,,,"Departmental Corporations",2015,,"a","Canadian High Arctic Research Station Act, S.C.2014, c.39, s.145","II","V",,,,"www.canada.ca/en/polar-knowledge.html"
552,"CPCC","CHR","POLAR","Canadian High Arctic Research Station","Polar Knowledge Canada",,"Canadian High Arctic Research Station has been created to: Advance knowledge of the Canadian Arctic in order to improve economic opportunities, environmental stewardship and the quality of life of its residents and all other Canadians; Promote the development and dissemination of knowledge of the other circumpolar regions, including the Antarctic; Strengthen Canada’s leadership on Arctic issues; and, Establish a hub for scientific research in the Canadian Arctic.","Crown-Indigenous Relations and Northern Affairs",,,,"Departmental Corporations",2015,,"a","Canadian High Arctic Research Station Act, S.C.2014, c.39, s.145","II","V",,,,"www.canada.ca/en/polar-knowledge.html"
553,,"SYT",,"Statistics Survey Operations",,,,,,,,"Other Organizations",1987,,"a",,,"V",,,,
554,"PPS","PPS","PPS","Parliamentary Protective Service",,,"The Service is responsible for all matters with respect to physical security throughout the parliamentary precinct and Parliament Hill.","Parliament",,,,"Parliamentary Entities",2015,,"a","Parliament of Canada Act, R.S.C., 1985, c. P-1",,,,,,
555,"JJJ",,,"Federal Judges not part of any department",,,,"Justice",,,,"Other Organizations",2011,,"a",,,,,,,
558,"CASDO","CAQ","CASDO","Canadian Accessibility Standards Development Organization","Accessibility Standards Canada",,"The Canadian Accessibility Standards Development Organization (CASDO) is a departmental corporation responsible for developing and revising accessibility standards for federally regulated organizations, including Government of Canada departments and agencies.","Families, Children and Social Development",,,,"Departmental Corporations",2019,,"a","Accessible Canada Act (S.C. 2019, c. 10)","II","IV",,,"Bill C-81, the Accessible Canada Act, received Royal Assent on June 21, 2019 and came into force on July 11, 2019. The Accessible Canada Act establishes the Canadian Accessibility Standards Development Organization and provides for its mandate and structure and its powers, duties and functions.","https://accessible.canada.ca/"
558,"CASDO","CAQ","CASDO","Canadian Accessibility Standards Development Organization","Accessibility Standards Canada",,"The Canadian Accessibility Standards Development Organization (CASDO) is a departmental corporation responsible for developing and revising accessibility standards for federally regulated organizations, including Government of Canada departments and agencies.","Families, Children and Social Development",,,,"Departmental Corporations",2019,,"a","Accessible Canada Act (S.C. 2019, c. 10)","II","IV",,,"Bill C-81, the Accessible Canada Act, received Royal Assent on June 21, 2019 and came into force on July 11, 2019. The Accessible Canada Act establishes the Canadian Accessibility Standards Development Organization and provides for its mandate and structure and its powers, duties and functions.","https://accessible.canada.ca/"
559,,,,"Healthcare Excellence Canada (HEC)",,,"Healthcare Excellence Canada was launched in 2021 as the result of the amalgamation of the Canadian Patient Safety Institute and the Canadian Foundation for Healthcare Improvement. The existing contribution funding for the legacy organizations is now directed to the new organization and continues to support the federal government’s interest in supporting modern and sustainable health systems as well as access to appropriate and effective health services. This funding program is designed to support Healthcare Excellence Canada’s work to find and promote health care quality and safety innovators and innovations; grow proven innovations and safety interventions; build capabilities for leaders and teams in the health care system; catalyze policy change to shape the future of patient safety and quality; bring people together to implement better ways of working; and lead campaigns to promote improvement in safety and quality.","Health",,,,"Shared-Governance Corporations",2020,,"a",,,,"Ernst & Young","1/12 board members",,"https://www.healthcareexcellence.ca/en/"
559,,,,"Healthcare Excellence Canada (HEC)",,,"Healthcare Excellence Canada was launched in 2021 as the result of the amalgamation of the Canadian Patient Safety Institute and the Canadian Foundation for Healthcare Improvement. The existing contribution funding for the legacy organizations is now directed to the new organization and continues to support the federal government’s interest in supporting modern and sustainable health systems as well as access to appropriate and effective health services. This funding program is designed to support Healthcare Excellence Canada’s work to find and promote health care quality and safety innovators and innovations; grow proven innovations and safety interventions; build capabilities for leaders and teams in the health care system; catalyze policy change to shape the future of patient safety and quality; bring people together to implement better ways of working; and lead campaigns to promote improvement in safety and quality.","Health",,,,"Shared-Governance Corporations",2020,,"a",,,,"Ernst & Young","1/12 board members",,"https://www.healthcareexcellence.ca/en/"
560,"PCAN","PED",,"Pacific Economic Development Agency of Canada",,,"Pacific Economic Development Canada (PacifiCan) is the federal agency that supports economic growth in British Columbia. Its programs and services help businesses, not-for-profits and communities grow stronger, overcome challenges and seize opportunities.","Innovation, Science and Economic Development",,,,"Departmental Agencies",2021,,"a","PC-2021-0827","I.1","IV",,,"Her Excellency the Governor General in Council, on the recommendation of the Prime Minister, effective August 6, 2021, (a) pursuant to paragraph 2‍(a) of the Public Service Rearrangement and Transfer of Duties Act, transfers from the Department of Western Economic Diversification to the Pacific Economic Development Agency of Canada the control and supervision of that portion of the federal public administration in the Department of Western Economic Diversification known as the British Columbia Regional Unit; and (b) orders that the Minister of Economic Development and Official Languages is to preside over the Pacific Economic Development Agency of Canada.","https://www.canada.ca/en/pacific-economic-development.html"
560,"PCAN","PED",,"Pacific Economic Development Agency of Canada",,,"Pacific Economic Development Canada (PacifiCan) is the federal agency that supports economic growth in British Columbia. Its programs and services help businesses, not-for-profits and communities grow stronger, overcome challenges and seize opportunities.","Innovation, Science and Economic Development",,,,"Departmental Agencies",2021,,"a","PC-2021-0827","I.1","IV",,,"Her Excellency the Governor General in Council, on the recommendation of the Prime Minister, effective August 6, 2021, (a) pursuant to paragraph 2‍(a) of the Public Service Rearrangement and Transfer of Duties Act, transfers from the Department of Western Economic Diversification to the Pacific Economic Development Agency of Canada the control and supervision of that portion of the federal public administration in the Department of Western Economic Diversification known as the British Columbia Regional Unit; and (b) orders that the Minister of Economic Development and Official Languages is to preside over the Pacific Economic Development Agency of Canada.","https://www.canada.ca/en/pacific-economic-development.html"
561,"FEDNO","NOR","FedNor","Federal Economic Development Agency for Northern Ontario",,,"FedNor is the Government of Canada's economic development organization for Northern Ontario. Through its programs and services, and through its financial support of projects that lead to job creation and economic growth, FedNor works with businesses and community partners to build a stronger Northern Ontario.","Innovation, Science and Economic Development",,,,"Departmental Agencies",2021,,"a","PC-2021-0839","I.1","IV",,,"Her Excellency the Governor General in Council, on the recommendation of the Prime Minister, effective August 12, 2021, (a) pursuant to paragraph 2‍(a) of the Public Service Rearrangement and Transfer of Duties Act, transfers from the Department of Industry to the Federal Economic Development Agency for Northern Ontario the control and supervision of that portion of the federal public administration in the Department of Industry known as the Federal Economic Development Initiative for Northern Ontario; and (b) orders that the Minister of Economic Development and Official Languages is to preside over the Federal Economic Development Agency for Northern Ontario.","http://fednor.gc.ca/eic/site/fednor-fednor.nsf/eng/home"
561,"FEDNO","NOR","FedNor","Federal Economic Development Agency for Northern Ontario",,,"FedNor is the Government of Canada's economic development organization for Northern Ontario. Through its programs and services, and through its financial support of projects that lead to job creation and economic growth, FedNor works with businesses and community partners to build a stronger Northern Ontario.","Innovation, Science and Economic Development",,,,"Departmental Agencies",2021,,"a","PC-2021-0839","I.1","IV",,,"Her Excellency the Governor General in Council, on the recommendation of the Prime Minister, effective August 12, 2021, (a) pursuant to paragraph 2‍(a) of the Public Service Rearrangement and Transfer of Duties Act, transfers from the Department of Industry to the Federal Economic Development Agency for Northern Ontario the control and supervision of that portion of the federal public administration in the Department of Industry known as the Federal Economic Development Initiative for Northern Ontario; and (b) orders that the Minister of Economic Development and Official Languages is to preside over the Federal Economic Development Agency for Northern Ontario.","http://fednor.gc.ca/eic/site/fednor-fednor.nsf/eng/home"
562,"HFR",,,"VIA HFR - VIA TGF Inc.",,,"VIA HFR – VIA TGF Inc. (VIA HFR) was established in November 2022 as a wholly-owned subsidiary of VIA Rail Canada Inc. (VIA Rail) under the Canada Business Corporations Act. VIA HFR will develop and implement the High Frequency Rail (HFR) Project, which proposes to build a 1,000+ kilometer intercity passenger rail network on mostly dedicated tracks among the major centres of Québec City, Trois-Rivières, Montréal, Ottawa, Peterborough, and Toronto. Its mandate includes the design, construction, financing, operation and maintenance of the passenger rail services through one or more agreements with the private sector. VIA HFR will operate at arms-length from VIA Rail and will act as a dedicated project office for the HFR project.VIA HFR is accountable to Parliament through the Minister of Transport.","Transport",,,,"Crown Corporations",2022,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44",,,,,,"https://hfr-tgf.ca/"
562,"HFR",,,"VIA HFR - VIA TGF Inc.",,,"VIA HFR – VIA TGF Inc. (VIA HFR) was established in November 2022 as a wholly-owned subsidiary of VIA Rail Canada Inc. (VIA Rail) under the Canada Business Corporations Act. VIA HFR will develop and implement the High Frequency Rail (HFR) Project, which proposes to build a 1,000+ kilometer intercity passenger rail network on mostly dedicated tracks among the major centres of Québec City, Trois-Rivières, Montréal, Ottawa, Peterborough, and Toronto. Its mandate includes the design, construction, financing, operation and maintenance of the passenger rail services through one or more agreements with the private sector. VIA HFR will operate at arms-length from VIA Rail and will act as a dedicated project office for the HFR project.VIA HFR is accountable to Parliament through the Minister of Transport.","Transport",,,,"Crown Corporations",2022,,"a","Canada Business Corporations Act, R.S.C. 1985, c. C-44",,,,,,"https://hfr-tgf.ca/"
563,"WATER","CWA","CWA","Canada Water Agency","Canada Water Agency",,"The Canada Water Agency works with provinces, territories, Indigenous peoples, local authorities, scientists and others to find the best ways to keep our water safe, clean and well-managed for future generations.","Environment and Climate Change",,,,"Departmental Agencies",2024,,"a","Canada Water Agency Act (S.C. 2024, c. 15, s. 209)","I.1","IV",,,"The Canada Water Agency was established after the publication of the 2024–25 Main Estimates and unexpended appropriations for the Agency originally appropriated to the Department of the Environment were deemed to be appropriated to the new Agency (Canada Water Agency Act and Order in Council P.C. 2024-1073).","https://www.canada.ca/en/canada-water-agency.html"
