"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS03","Legal Services",12792680.00,63095.54,11764297.00,9110459.00,8.19,,8.24,8.03,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS04","Human Resources Management Services",32852787.00,5100806.95,31964414.00,30655315.00,333.20,,314.65,260.25,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS05","Financial Management Services",17099774.00,2451765.92,15916261.00,13574132.00,158.69,,156.87,129.28,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS06","Information Management Services",7215797.00,598359.23,6550911.00,6048638.00,40.88,,42.15,36.64,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS07","Information Technology Services",31011228.00,5367866.98,28137535.00,24688721.00,231.93,,226.65,185.33,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS08","Real Property Management Services",31654515.00,5628608.96,29668219.00,23957004.00,167.01,,163.94,137.98,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS09","Materiel Management Services",522989.00,121551.59,495960.00,420562.00,9.08,,9.00,7.44,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",134,"Department of Natural Resources","Internal Services","ISS0Z","Acquisition Management Services",6059284.00,922443.48,5673506.00,4910067.00,68.64,,69.23,57.18,"The variance is primarily due to the sunsetting of programs mentioned above.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","National Security","BVS01","National Security Leadership",25358219.00,3106183.91,25067426.00,23988106.00,146.00,,146.00,141.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","National Security","BVS02","Critical Infrastructure",6678889.00,672366.29,6683509.00,6762662.00,44.00,,44.00,44.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","National Security","BVS03","Cyber Security",8570745.00,532375.40,8789951.00,4894492.00,36.00,,36.00,24.00,"The decrease in planned funding and planned FTEs from 2026-27 to 2027-28 is primarily attributable to a decrease in funding levels for the National Cyber Security Strategy.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT01","Crime Prevention",228205780.00,3075399.90,165485551.00,159505712.00,131.00,,98.00,81.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the maturation of the Building Safer Communities Fund. The decrease in planned FTEs from 2026-27 to 2027-28 is primarily attributable to the maturation of funding for the Canada Centre for Community Engagement and Prevention of Violence.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT02","Law Enforcement and Policing",556015574.00,11531245.51,49810333.00,43467941.00,196.00,,67.00,47.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to a decrease in funding levels for the Assault-Style Firearms Compensation Program as well as the maturation of funding requested to eliminate the Memorial Grant Program backlog and accommodate projected near-term growth in program applications. The decrease in planned funding and planned FTEs from 2026-27 to 2027-28 is primarily attributable to the maturation of funding to raise awareness about “red flag” laws as well as for the Assault-Style Firearms Compensation Program.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT03","Serious and Organized Crime",49424989.00,4637463.97,45595205.00,40534984.00,91.00,,78.00,75.00,"The decrease in planned FTEs from 2025-26 to 2026-27 is primarily attributable to the maturation of funding for the Financial Crime Coordination Centre and funding to Implement new and existing responsibilities associated to former Bill S-211. The decrease in planned funding  from 2026-27 to 2027-28 is primarily attributable to the maturation of funding to combat vehicle theft in Canada.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT04","Border Policy",7368362.00,685831.21,6711316.00,6711480.00,33.00,,28.00,28.00,"The decrease in planned FTEs from 2025-26 to 2026-27 is primarily attributable to the maturation of funding for Canada’s 2025 G7 Presidency.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT05","Indigenous Policing",410990801.00,99162384.36,380783131.00,333876565.00,83.00,,73.00,73.00,"The decrease in planned FTEs from 2025-26 to 2026-27 is primarily attributable to a decrease in funding levels for the First Nations and Inuit Policing Program. Funding levels are constantly being monitored to ensure that needs are properly supported. The decrease in planned funding from 2026-27 to 2027-28 is primarily attributable to a decrease in funding levels for the First Nation and Inuit Policing Facilities Program and the First Nations and Inuit Policing Program. Funding levels are constantly being monitored to ensure that needs are properly supported,",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Community Safety","BVT06","Corrections",36580992.00,2646903.59,30665115.00,30664614.00,55.00,,50.00,50.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the maturation of funding to reform the pardons process.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Emergency Management","BVU01","Emergency Prevention/Mitigation",32159200.00,3530434.92,24012350.00,23948427.00,112.00,,94.00,94.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to a decrease in funding levels for enhancing natural disaster resilience.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Emergency Management","BVU02","Emergency Preparedness",13624510.00,2017886.23,9857031.00,9857193.00,89.00,,70.00,70.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the maturation of funding to implement the Flood Risk Awareness Portal Project.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Emergency Management","BVU03","Emergency Response/Recovery",698847865.00,18500405.27,125162107.00,125197189.00,163.00,,161.00,161.00,"The decrease in planned funding from 2025-26 to 2026-27 is primarily attributable to the timing of claims and payments for the settlement of existing liabilities for past events under the Disaster Financial Assistance Arrangements program. The decrease is also attibuted to the maturation of funding for the Humanitarian Workforce program and of matching donations funding for Canadian Red Cross’s urgent relief efforts in response to various natural disasters.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS01","Management and Oversight Services",30668407.00,3826063.52,25565596.00,24346049.00,180.00,,148.00,141.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the decrease of management and oversight funding for the Assault-Style Firearms Compensation Program.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS02","Communications Services",9407939.00,1627731.93,9258822.00,9259235.00,78.00,,77.00,77.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS03","Legal Services",4625374.00,113254.33,3735119.00,3725151.00,7.00,,7.00,7.00,"The decrease in planned funding from 2025-26 to 2026-27 is primarily attributable to the maturation of funding to Enhance Canada’s Firearm Control Framework. It is also attributed to a decrease in funding required for legal support of building policy capacity and modernizing firearms-related operational services and implementing firearms legislation combatting firearms crime.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS04","Human Resources Management Services",9845199.00,1847147.80,9167025.00,8987882.00,88.00,,82.00,80.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS05","Financial Management Services",6436876.00,1062185.07,5697363.00,5602675.00,50.00,,45.00,43.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the decrease of financial management funding for the Assault-Style Firearms Compensation Program.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS06","Information Management Services",3439003.00,385969.87,3438904.00,3438993.00,34.00,,34.00,34.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS07","Information Technology Services",14777603.00,1935447.56,11793633.00,11360701.00,89.00,,81.00,79.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the decrease of information technology funding for the Assault-Style Firearms Compensation Program.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS08","Real Property Management Services",7728600.00,587895.57,6247709.00,6069378.00,38.00,,38.00,38.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the decrease in funding level for the Assault-Style Firearms Compensation Program.",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS09","Materiel Management Services",0.00,,0.00,0.00,0.00,,0.00,0.00,"< 10%",
"2025-2026",135,"Department of Public Safety and Emergency Preparedness","Internal Services","ISS0Z","Acquisition Management Services",2233767.00,448031.53,1639631.00,1543123.00,19.00,,14.00,13.00,"The decrease in planned funding and planned FTEs from 2025-26 to 2026-27 is primarily attributable to the decrease of acquisition management funding for the Assault-Style Firearms Compensation Program.",
"2025-2026",136,"Department of Public Works and Government Services","Purchase of Goods and Services","BVV03","Procurement Program",187050746.00,77317930.56,161641612.00,163201203.00,2371.00,,2407.00,2409.00,"The variance in net planned spending is mainly due to the end of incremental funding received in Budget 2023 for the cloud-based Electronic Procurement Solution post implementation phase. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW01","Federal Pay Administration",631940450.00,64986001.51,525838500.00,103398401.00,4288.00,,3529.00,745.00,"The decrease in net planned spending is mainly due to the end of incremental funding received in order to stabilize the pay operations and decrease the backlog of pay issues. Funding will be adjusted should future approvals be received.

The decrease in planned full-time equivalents is mainly due to the end of incremental funding received in order to stabilize the pay operations and to decrease the backlog of pay issues. Planned full-time equivalents will be adjusted should future approvals be received.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW02","Federal pension Administration",17975127.00,25794989.58,16359847.00,16359847.00,1268.00,,1269.00,1269.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW03","Payments Instead of Property Taxes to Local Governments",6686993.00,264499783.65,6702555.00,6702555.00,50.00,,50.00,50.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW04","Payments and Revenue Collection",186995590.00,34366959.22,153303609.00,167642676.00,214.00,,211.00,206.00,"The variance in net planned spending is mainly due to fluctuations in funding for Card Acceptance and Postage Fees. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW05","Government-Wide Accounting and Reporting",30584050.00,2042560.15,23883736.00,23333936.00,131.00,,134.00,135.00,"The variance in net planned spending is primarily due to a decrease in preplanning activities associated with the Receiver General Modernization projects.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Payments and Accounting","BVW06","Cape Breton Operations (CBO) - HR Legacy Benefits",12460355.00,124413.76,10860080.00,10497959.00,6.00,,6.00,6.00,"The variance in net planned spending is mainly due to increased Workers Compensation Program expenditures in 2025 to 2026. 

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX01","Federal Accommodation and Infrastructure",4569216024.00,345726978.36,3299200466.00,2717444105.00,881.00,,870.00,872.00,"The variance in net planned spending is mainly due to reduced funding associated with major projects such as Les Terrasses de la Chaudière Modernization and Building Envelope Rehabilitation, Lester B. Pearson Major Renovation and the Energy Services Acquisition Program as a result of the implementation of these planned programs of work.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX02","Real Property Services",700000.00,132486242.62,-5400000.00,25450000.00,3690.00,,3668.00,3680.00,"The variance in net planned spending is mainly due to the variation in cash requirements for the anticipated payout amounts related to the unsigned collective agreements, combined with increase in business volume.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX03","Parliament Hill and Surroundings",752866576.00,33327263.47,730176658.00,893128861.00,85.00,,85.00,85.00,"The variance in net planned spending reflects the level of authorities currently available. Adjustments will be made, as future authorities are received, to align with Parliamentary Precinct Long Term Vision and Plan.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Property and Infrastructure","BVX04","Cape Breton Operations (CBO) - Portfolio Management",11936061.00,597776.49,7066115.00,6997824.00,16.00,,16.00,14.00,"The variance in net planned spending is mainly due to the end of incremental funding received for the remediation of the Glace Bay Undeveloped oily waste contaminated site.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY01","Linguistic services",89502319.00,12331430.67,79215283.00,73707703.00,1213.00,,1156.00,1101.00,"The decrease in net planned spending is mainly due to savings generated from technologies such as neural machine translation, streamlined processes and attrition for Linguistic Services. It is also due to a decrease in funding for remote and hybrid parliamentary services and the end of funding for the G7 Summit. 

The decrease in planned full-time equivalents mainly results from not replacing employee departures under the Translation Bureau Revolving Fund, except from key and specialized roles. This reduction is enabled by efficiency gains from streamlined processes and technologies such as neural machine translation.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY02","Information Services",17331862.00,2611410.33,16328582.00,16341994.00,99.00,,102.00,101.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY03","Government-wide Corporate Services",11258491.00,21865310.38,10545093.00,10622306.00,352.00,,350.00,350.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY04","Document Imaging Services",6223310.00,2323207.59,4387282.00,3816062.00,202.00,,204.00,203.00,"The variance in net planned spending reflects the current funding approval for the Imaging Facilities Business Continuity Site project and for the acquisition of scanners in 2025 to 2026. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY05","Asset Disposal",7319306.00,2532513.32,3370664.00,2975724.00,144.00,,146.00,146.00,"The variance in net planned spending between is mainly due to the decrease in capital funding requirements for warehouses fit-up and for the Replacement of the Seized Property Management Information System.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY06","Service Management",3532345.00,323457.42,3535860.00,3535860.00,22.00,,22.00,22.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY07","Canadian General Standards Board",1343444.00,645009.18,1342346.00,1343171.00,20.00,,21.00,21.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Government-Wide Support","BVY08","Security and Oversight Services",55910649.00,7625037.24,38097430.00,38977938.00,515.00,,522.00,525.00,"The variance in net planned spending is mainly due to the end of incremental funding for the Industrial Security Systems Transformation (ISST) project. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Procurement Ombud","BVZ01","Procurement Ombud",4534537.00,861174.44,4537309.00,4537309.00,34.00,,34.00,34.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS01","Management and Oversight Services",48727665.00,12506521.04,43873569.00,43166854.00,600.00,,593.00,585.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS02","Communications Services",16165465.00,3554579.37,16147456.00,15528224.00,194.00,,193.00,188.00,"There is no significant variance in planned spending.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS03","Legal Services",4609102.00,453634.22,4548815.00,4185071.00,36.00,,37.00,32.00,"There is no significant variance in planned spending.

The decrease in planned full-time equivalents is mainly due to the end of incremental funding received for legal services related to pay administration. Planned full-time equivalents will be adjusted should future approvals be received.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS04","Human Resources Management Services",56425462.00,13500986.78,53725948.00,46596870.00,807.00,,772.00,773.00,"The decrease in net planned spending in 2027 to 2028 is mainly due to the end of incremental funding for human resources services related to pay administration. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS05","Financial Management Services",93023569.00,12121145.70,76034486.00,67538143.00,615.00,,612.00,612.00,"The variance in net planned spending is mainly due to the end of incremental funding received in fiscal year 2026 to 2027 for the S/4HANA project and the end of incremental funding received in fiscal year 2027 to 2028 for financial services related to pay administration. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS06","Information Management Services",17652593.00,2662717.51,17063252.00,14366242.00,138.00,,138.00,130.00,"The decrease in net planned spending in 2027 to 2028 is mainly due to the end of incremental funding for Access to Information and Privacy (ATIP) services related to pay administration which will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS07","Information Technology Services",122550166.00,16236415.73,99420133.00,76964872.00,817.00,,825.00,825.00,"The variance in net planned spending reflects the department's current funding approval to deliver on information technology projects such as the Departmental laptop evergreening, Government of Canada Trusted Platform and Digital Convergence. It is also due to the end of incremental funding in 2027 to 2028 for digital services related to pay administration. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS08","Real Property Management Services",13081261.00,2608454.66,9794495.00,7031918.00,154.00,,154.00,145.00,"The variance in the net planned spending is mainly due to the planned completion of the Place du Portage III office space fit-up project, the end of incremental funding for real property services related to pay administration and the completion of the workplace coordinator program. Funding will be adjusted should future approvals be received. 

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS09","Materiel Management Services",2879729.00,693379.76,1120394.00,1086371.00,23.00,,22.00,22.00,"The variance in net planned spending reflects the level of authorities currently available for the acquisition of vehicles/fleet. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",136,"Department of Public Works and Government Services","Internal Services","ISS0Z","Acquisition Management Services",3153313.00,1235810.47,3153650.00,2635556.00,37.00,,37.00,38.00,"The decrease in net planned spending in 2027 to 2028 is mainly due to the end of incremental funding for procurement services related to pay administration. Funding will be adjusted should future approvals be received.

There is no significant variance in planned full-time equivalents.",
"2025-2026",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR01","Clean Growth and Climate Change Mitigation",1125920410.00,154988627.37,543929727.00,293349251.00,757.00,,542.00,542.00,,
"2025-2026",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR02","International Environment and Climate Action",65853586.00,7500697.77,24165743.00,24165744.00,124.00,,101.00,101.00,,
"2025-2026",137,"Department of the Environment","Taking Action on Clean Growth and Climate Change","BGR03","Climate Change Adaptation",42079829.00,3885404.60,37539565.00,34784968.00,184.00,,184.00,186.00,,
"2025-2026",137,"Department of the Environment","Preventing and Managing Pollution","BGS01","Air Quality",70771317.00,8627057.28,71241874.00,70943428.00,385.00,,377.00,376.00,,
"2025-2026",137,"Department of the Environment","Preventing and Managing Pollution","BGS03","Community and Sustainability",27631476.00,985535.22,12222195.00,12222195.00,48.00,,47.00,47.00,,
"2025-2026",137,"Department of the Environment","Preventing and Managing Pollution","BGS04","Aquatic Ecosystems Health, Substances and Waste Management",250772537.00,14818320.02,222171535.00,195172537.00,1432.00,,1321.00,1200.00,,
"2025-2026",137,"Department of the Environment","Preventing and Managing Pollution","BGS05","Compliance Promotion and Enforcement - Pollution",54917613.00,6939542.84,52629793.00,52340227.00,373.00,,357.00,357.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT01","Species at Risk",185874790.00,9175287.22,45368964.00,45368963.00,442.00,,278.00,278.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT02","Migratory Birds and Other Wildlife",58270408.00,4889616.74,57155329.00,54755480.00,309.00,,306.00,307.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT03","Habitat Conservation and Protection",650533928.00,13050232.33,199103043.00,197314755.00,360.00,,238.00,237.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT04","Biodiversity Policy and Partnerships",9732777.00,1238432.77,9247750.00,9229973.00,58.00,,55.00,55.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT05","Environmental Assessment",24991957.00,3189731.97,26348858.00,26465994.00,146.00,,155.00,155.00,,
"2025-2026",137,"Department of the Environment","Conserving Nature","BGT06","Compliance Promotion and Enforcement - Wildlife",23394352.00,3000198.80,23678572.00,23664493.00,159.00,,159.00,159.00,,
"2025-2026",137,"Department of the Environment","Predicting Weather and Environmental Conditions","BGU01","Weather and Environmental Observations, Forecasts and Warnings",223302107.00,25947766.52,214399865.00,217511768.00,1320.00,,1325.00,1328.00,,
"2025-2026",137,"Department of the Environment","Predicting Weather and Environmental Conditions","BGU02","Hydrological Services",47531795.00,7481730.57,46513074.00,45962255.00,368.00,,368.00,368.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS11","Management and Oversight Services",52934994.00,8495696.15,51993878.00,51224052.00,485.00,,481.00,479.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS12","Communications Services",20754325.00,3467461.66,18206552.00,17720856.00,181.00,,163.00,160.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS13","Legal Services",10347793.00,210055.66,9643338.00,9447219.00,13.00,,13.00,13.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS14","Human Resources Management Services",34900247.00,4888596.33,32744134.00,32238309.00,312.00,,294.00,291.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS15","Financial Management Services",32374076.00,4477043.22,30363456.00,30034589.00,257.00,,242.00,238.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS16","Information Management Services",15163472.00,2127540.25,14964514.00,14556265.00,86.00,,87.00,84.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS17","Information Technology Services",41036626.00,9054890.09,36181949.00,35769495.00,356.00,,338.00,338.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS18","Real Property Management Services",48837511.00,2923337.96,42806755.00,41878443.00,143.00,,134.00,132.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS19","Materiel Management Services",3893607.00,466380.80,3884012.00,3884201.00,43.00,,43.00,43.00,,
"2025-2026",137,"Department of the Environment","Internal Services","ISS1Z","Acquisition Management Services",5449595.00,801216.62,4913683.00,4716039.00,51.00,,47.00,46.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW01","Aviation Safety Regulatory Framework",36369776.00,6047366.25,28085157.00,27883141.00,214.00,,175.00,175.00,"The decrease is mainly due to sunsetting funding for the Remotely Piloted Aircraft System.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW02","Aviation Safety Oversight",140030162.00,18159005.90,130219136.00,129331504.00,1056.00,,1026.00,1024.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW04","Aviation Security Regulatory Framework",6763386.00,947898.56,6593234.00,6561364.00,61.00,,62.00,62.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW05","Aviation Security Oversight",63978154.00,3999102.60,48123165.00,30558089.00,228.00,,222.00,213.00,"The decrease is mainly due to the decrease in funding for the Right Touch Air initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW06","Aircraft Services",27181573.00,8560739.94,28003938.00,27292456.00,373.00,,366.00,370.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW07","Marine Safety Regulatory Framework",11207765.00,1371937.92,11426741.00,11376379.00,105.00,,106.00,107.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW08","Marine Safety Oversight",52295093.00,6059255.27,52513853.00,51992496.00,423.00,,422.00,421.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW10","Marine Security Regulatory Framework",1351544.00,285909.76,1377595.00,1370919.00,8.00,,8.00,8.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW11","Marine Security Oversight",10803441.00,1381413.34,10962164.00,10913433.00,92.00,,92.00,92.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW13","Rail Safety Regulatory Framework",3403413.00,410583.00,2277798.00,2415748.00,26.00,,18.00,19.00,"The decrease is mainly due to sunsetting funding for the Modernizing Rail Safety and Security and the Transportation of Dangerous Goods initiatives.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW14","Rail Safety Oversight",32162461.00,4684332.66,23137189.00,23590947.00,223.00,,167.00,171.00,"The decrease is mainly due to sunsetting funding for the Modernizing Rail Safety and Security and the Transportation of Dangerous Goods initiatives.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW15","Rail Safety Improvement Program",26138279.00,621075.62,14378766.00,10330265.00,3.00,,2.00,2.00,"The decrease is mainly due to sunsetting funding for the Modernizing Rail Safety and Security and the Transportation of Dangerous Goods initiatives.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW16","Multi-Modal and Road Safety Regulatory Framework",12151931.00,1967317.85,8652584.00,8562030.00,72.00,,55.00,55.00,"The decrease is mainly due to  sunsetting funding for the Connected and Automated Vehicles initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW17","Multi-Modal and Road Safety Oversight",23172591.00,1922235.34,13507177.00,13440642.00,97.00,,78.00,78.00,"The decrease is mainly due to  sunsetting funding for the Connected and Automated Vehicles initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW19","Rail Security Program",5029937.00,586624.67,2403454.00,2775629.00,36.00,,19.00,21.00,"The decrease is mainly due to sunsetting funding for the Modernizing Rail Safety and Security and Transportation of Dangerous Goods initiatives.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW20","Transportation of Dangerous Goods Regulatory Framework",7833063.00,1115989.90,3354462.00,3323549.00,44.00,,26.00,25.00,"The decrease is mainly due to sunsetting funding for the Transportation of Dangerous Goods initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW21","Transportation of Dangerous Goods Oversight",33127369.00,3202443.88,17784800.00,17546322.00,212.00,,128.00,127.00,"The decrease is mainly due to sunsetting funding for the Transportation of Dangerous Goods initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW22","Transportation of Dangerous Goods Technical Support",5077727.00,465610.38,2354634.00,4177307.00,41.00,,21.00,34.00,"The decrease is mainly due to sunsetting funding for the Transportation of Dangerous Goods initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW24","Security Clearances",7612608.00,1041267.70,6415419.00,6396398.00,56.00,,51.00,51.00,"The decrease is mainly due to the decrease in funding for the Transportation Security Clearance initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW25","Emergency Management",9724286.00,1479864.22,7932118.00,4136523.00,79.00,,64.00,34.00,"The decrease is mainly due to sunsetting funding for the Transportation of Dangerous Goods initiative.",
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW26","National Enforcement Program",10487719.00,1476624.99,9974494.00,9927428.00,88.00,,85.00,84.00,,
"2025-2026",138,"Department of Transport","Safe and Secure Transportation System","BTW27","National Security and Intelligence Program",4046920.00,522528.81,3329794.00,2917091.00,28.00,,23.00,20.00,"The decrease is mainly due to sunsetting funding for the Modernizing Rail Safety and Security initiative.",
