fiscal_yr;org_id;service_id;channel;volume_meeting_target;total_volume;volume_not_meeting_target
2018-2019;141;851;ONL;0.0;0.0;0.0
2018-2019;141;851;OTH;0.0;0.0;0.0
2018-2019;141;869;OTH;19.0;19.0;0.0
2018-2019;151;1871;ONL;10.0;10.0;0.0
2018-2019;151;907;OTH;11192.0;11538.0;346.0
2018-2019;152;172;OTH;2630.0;3023.0;393.0
2018-2019;152;172;TEL;2611.0;2968.0;357.0
2018-2019;152;195;ONL;1139.0;1156.0;17.0
2018-2019;174;429;OTH;3549.0;3866.0;317.0
2018-2019;199;1854;OTH;1822.0;1948.0;126.0
2018-2019;199;1867;OTH;13921.0;14360.0;439.0
2018-2019;199;1868;OTH;0.0;0.0;0.0
2018-2019;221;289;ONL;37.0;37.0;0.0
2018-2019;221;290;ONL;4.0;4.0;0.0
2018-2019;221;291;ONL;17.0;21.0;4.0
2018-2019;221;292;ONL;267.0;268.0;1.0
2018-2019;221;293;ONL;13.0;13.0;0.0
2018-2019;221;294;ONL;31.0;31.0;0.0
2018-2019;221;296;OTH;33.0;35.0;2.0
2018-2019;221;299;OTH;1.0;1.0;0.0
2018-2019;221;304;OTH;0.0;0.0;0.0
2018-2019;221;309;OTH;131.0;131.0;0.0
2018-2019;221;314;OTH;787.0;819.0;32.0
2018-2019;221;315;OTH;7.0;22.0;15.0
2018-2019;223;1506;OTH;600.0;666.0;66.0
2018-2019;223;1526;OTH;4500.0;5000.0;500.0
2018-2019;223;1728;OTH;3.0;6.0;3.0
2018-2019;227;1892;OTH;10629.0;10660.0;31.0
2018-2019;227;1917;OTH;0.0;0.0;0.0
2018-2019;227;1931;OTH;0.0;0.0;0.0
2018-2019;228;1275;ONL;25184.0;27800.0;2616.0
2018-2019;228;1339;TEL;18911.0;20511.0;1600.0
2018-2019;228;1549;OTH;783.0;807.0;24.0
2018-2019;228;1550;OTH;0.0;0.0;0.0
2018-2019;228;1553;ONL;0.0;5241.0;5241.0
2018-2019;228;1553;OTH;15134.0;15443.0;309.0
2018-2019;228;1555;OTH;0.0;0.0;0.0
2018-2019;228;1557;OTH;1314.0;1340.0;26.0
2018-2019;230;169;ONL;0.0;0.0;0.0
2018-2019;230;690;OTH;0.0;0.0;0.0
2018-2019;230;691;OTH;0.0;0.0;0.0
2018-2019;230;757;ONL;0.0;0.0;0.0
2018-2019;230;758;ONL;0.0;0.0;0.0
2018-2019;230;759;OTH;0.0;0.0;0.0
2018-2019;237;1772;OTH;41.0;59.0;18.0
2018-2019;237;1773;OTH;634.0;737.0;103.0
2018-2019;237;1774;OTH;147.0;162.0;15.0
2018-2019;237;1775;OTH;119.0;126.0;7.0
2018-2019;237;1776;OTH;160.0;173.0;13.0
2018-2019;237;1780;OTH;1.0;2.0;1.0
2018-2019;237;1781;OTH;1.0;2.0;1.0
2018-2019;237;1785;OTH;64.0;154.0;90.0
2018-2019;237;1828;OTH;12.0;12.0;0.0
2018-2019;247;1823;TEL;42000.0;49596.0;7596.0
2018-2019;247;1824;ONL;39.0;39.0;0.0
2018-2019;247;1825;TEL;5846.0;5846.0;0.0
2018-2019;253;1220;OTH;958.0;966.0;8.0
2018-2019;253;1228;OTH;0.0;0.0;0.0
2018-2019;253;1249;OTH;714.0;714.0;0.0
2018-2019;253;1251;OTH;40.0;40.0;0.0
2018-2019;253;1326;PERSON;0.0;0.0;0.0
2018-2019;253;1328;OTH;33.0;33.0;0.0
2018-2019;26;1548;OTH;1934.0;1935.0;1.0
2018-2019;26;664;OTH;486798.0;546473.0;59675.0
2018-2019;26;665;OTH;2222.0;2222.0;0.0
2018-2019;26;667;ONL;11239.0;11239.0;0.0
2018-2019;26;668;OTH;554.0;554.0;0.0
2018-2019;26;669;OTH;55453509.0;57685955.0;2232446.0
2018-2019;26;679;TEL;237297.0;312233.0;74936.0
2018-2019;26;680;OTH;2540.0;2590.0;50.0
2018-2019;26;719;OTH;622.0;3154.0;2532.0
2018-2019;26;723;OTH;220.0;242.0;22.0
2018-2019;26;728;ONL;556539.0;916453.0;359914.0
2018-2019;26;731;OTH;12.0;12.0;0.0
2018-2019;26;733;OTH;28.0;28.0;0.0
2018-2019;26;734;OTH;143.0;144.0;1.0
2018-2019;26;737;OTH;1758.0;1766.0;8.0
2018-2019;26;740;OTH;97.0;97.0;0.0
2018-2019;26;741;OTH;1.0;1.0;0.0
2018-2019;26;742;OTH;88.0;88.0;0.0
2018-2019;26;743;OTH;125940.0;125940.0;0.0
2018-2019;26;744;OTH;130435.0;185838.0;55403.0
2018-2019;26;745;OTH;1059.0;1197.0;138.0
2018-2019;26;746;OTH;2555.0;3102.0;547.0
2018-2019;26;748;OTH;5858.0;6861.0;1003.0
2018-2019;26;749;OTH;5457.0;6612.0;1155.0
2018-2019;26;750;OTH;772.0;949.0;177.0
2018-2019;26;752;OTH;21154.0;21910.0;756.0
2018-2019;26;755;OTH;7976.0;8168.0;192.0
2018-2019;263;1308;ONL;35.0;36.0;1.0
2018-2019;263;1308;OTH;36.0;72.0;36.0
2018-2019;263;1311;ONL;1.0;1.0;0.0
2018-2019;263;961;ONL;281.0;281.0;0.0
2018-2019;266;1821;OTH;13.0;19.0;6.0
2018-2019;280;1132;OTH;79270.0;79327.0;57.0
2018-2019;280;1142;PERSON;0.0;0.0;0.0
2018-2019;280;1720;OTH;14.0;14.0;0.0
2018-2019;280;1870;OTH;719.0;719.0;0.0
2018-2019;280;1870;TEL;639.0;639.0;0.0
2018-2019;280;888;OTH;3112.0;3112.0;0.0
2018-2019;280;890;OTH;5.0;5.0;0.0
2018-2019;280;891;ONL;294.0;298.0;4.0
2018-2019;280;892;OTH;48.0;82.0;34.0
2018-2019;280;895;OTH;0.0;490.0;490.0
2018-2019;280;896;OTH;85.0;134.0;49.0
2018-2019;280;898;TEL;1943.0;2524.0;581.0
2018-2019;280;899;OTH;6278.0;6976.0;698.0
2018-2019;282;1042;ONL;15.0;17.0;2.0
2018-2019;282;1154;ONL;1291.0;1291.0;0.0
2018-2019;282;1155;ONL;0.0;50796.0;50796.0
2018-2019;282;1156;ONL;82.0;82.0;0.0
2018-2019;282;1180;ONL;800.0;800.0;0.0
2018-2019;282;1202;ONL;2366.0;2751.0;385.0
2018-2019;282;1204;ONL;144000.0;200000.0;56000.0
2018-2019;282;1372;ONL;1200.0;1200.0;0.0
2018-2019;282;1397;ONL;218.0;250.0;32.0
2018-2019;282;1407;ONL;46.0;47.0;1.0
2018-2019;282;1505;ONL;77.0;77.0;0.0
2018-2019;282;1507;OTH;42.0;46.0;4.0
2018-2019;282;1509;OTH;13.0;17.0;4.0
2018-2019;295;1866;OTH;0.0;49546.0;49546.0
2018-2019;295;1872;OTH;100.0;11000.0;10900.0
2018-2019;295;1872;TEL;100.0;11000.0;10900.0
2018-2019;295;1873;OTH;100.0;3100.0;3000.0
2018-2019;295;1873;TEL;100.0;3100.0;3000.0
2018-2019;295;926;ONL;92.0;451848.0;451756.0
2018-2019;295;926;OTH;92.0;451848.0;451756.0
2018-2019;295;927;OTH;88.0;927.0;839.0
2018-2019;295;929;OTH;90.0;700000.0;699910.0
2018-2019;295;937;OTH;0.0;8500.0;8500.0
2018-2019;296;1472;OTH;4.0;4.0;0.0
2018-2019;305;14;ONL;0.0;1034.0;1034.0
2018-2019;305;15;ONL;0.0;16889.0;16889.0
2018-2019;305;16;ONL;0.0;2510.0;2510.0
2018-2019;305;1849;ONL;0.0;0.0;0.0
2018-2019;305;20;ONL;0.0;2577.0;2577.0
2018-2019;305;34;ONL;0.0;34163.0;34163.0
2018-2019;305;36;ONL;0.0;49249.0;49249.0
2018-2019;305;37;ONL;0.0;7336727.0;7336727.0
2018-2019;305;46;ONL;0.0;218.0;218.0
2018-2019;305;47;ONL;0.0;1.0;1.0
2018-2019;305;48;ONL;0.0;12593.0;12593.0
2018-2019;305;49;ONL;0.0;2772.0;2772.0
2018-2019;305;50;ONL;0.0;6558.0;6558.0
2018-2019;305;51;ONL;0.0;16.0;16.0
2018-2019;305;52;ONL;0.0;651.0;651.0
2018-2019;305;8;ONL;0.0;10117.0;10117.0
2018-2019;305;95;ONL;0.0;8774.0;8774.0
2018-2019;306;1445;OTH;38.0;42.0;4.0
2018-2019;306;173;ONL;2390.0;2390.0;0.0
2018-2019;306;173;OTH;6365.0;7230.0;865.0
2018-2019;306;178;ONL;3243.0;4192.0;949.0
2018-2019;306;178;OTH;11205.0;12466.0;1261.0
2018-2019;306;357;OTH;1452.0;1533.0;81.0
2018-2019;306;425;OTH;1356.0;1566.0;210.0
2018-2019;306;655;ONL;0.0;0.0;0.0
2018-2019;306;656;OTH;0.0;0.0;0.0
2018-2019;313;1002;ONL;0.0;0.0;0.0
2018-2019;313;1046;ONL;0.0;0.0;0.0
2018-2019;313;1047;ONL;0.0;0.0;0.0
2018-2019;313;1299;OTH;0.0;638440.0;638440.0
2018-2019;313;1309;ONL;0.0;0.0;0.0
2018-2019;313;1317;ONL;0.0;0.0;0.0
2018-2019;313;1318;ONL;0.0;0.0;0.0
2018-2019;313;1319;ONL;0.0;0.0;0.0
2018-2019;313;1320;ONL;0.0;0.0;0.0
2018-2019;313;1321;ONL;0.0;0.0;0.0
2018-2019;313;1327;ONL;0.0;0.0;0.0
2018-2019;313;1330;OTH;0.0;2559.0;2559.0
2018-2019;313;1343;OTH;52.0;54.0;2.0
2018-2019;313;1351;ONL;0.0;0.0;0.0
2018-2019;313;1352;OTH;0.0;0.0;0.0
2018-2019;313;1353;OTH;0.0;0.0;0.0
2018-2019;313;1354;OTH;0.0;0.0;0.0
2018-2019;313;1355;OTH;0.0;0.0;0.0
2018-2019;313;1391;ONL;0.0;0.0;0.0
2018-2019;313;1393;ONL;0.0;0.0;0.0
2018-2019;313;1414;ONL;0.0;0.0;0.0
2018-2019;313;1415;OTH;0.0;0.0;0.0
2018-2019;313;995;ONL;0.0;21303.0;21303.0
2018-2019;326;1347;OTH;575.0;594.0;19.0
2018-2019;326;1348;OTH;0.0;0.0;0.0
2018-2019;333;53;OTH;1468.0;1974.0;506.0
2018-2019;333;800;OTH;42.0;42.0;0.0
2018-2019;348;1366;ONL;0.0;0.0;0.0
2018-2019;348;1366;OTH;0.0;0.0;0.0
2018-2019;348;1367;ONL;32931.0;32931.0;0.0
2018-2019;348;1367;OTH;0.0;0.0;0.0
2018-2019;348;1717;OTH;450.0;571.0;121.0
2018-2019;46;1097;ONL;21329474.0;22086257.0;756783.0
2018-2019;46;1097;OTH;1866018.0;2248423.0;382405.0
2018-2019;46;1098;ONL;0.0;2389604.0;2389604.0
2018-2019;46;1098;OTH;0.0;593673.0;593673.0
2018-2019;46;1099;ONL;6884577.0;7146990.0;262413.0
2018-2019;46;1099;OTH;587079.0;604795.0;17716.0
2018-2019;46;1100;OTH;1405.0;1637.0;232.0
2018-2019;46;1101;ONL;2130568.0;2227964.0;97396.0
2018-2019;46;1101;OTH;229408.0;247569.0;18161.0
2018-2019;46;1104;OTH;97.0;108.0;11.0
2018-2019;46;1107;ONL;0.0;430034.0;430034.0
2018-2019;46;1107;OTH;0.0;138200.0;138200.0
2018-2019;46;1113;OTH;61849.0;72568.0;10719.0
2018-2019;46;1115;OTH;281015.0;310378.0;29363.0
2018-2019;46;1117;OTH;0.0;0.0;0.0
2018-2019;47;18;ONL;0.0;0.0;0.0
2018-2019;47;18;OTH;15316.0;22431.0;7115.0
2018-2019;47;18;TEL;41754.0;52192.0;10438.0
2018-2019;47;943;ONL;26.0;26.0;0.0
2018-2019;539;1818;ONL;90.0;99.0;9.0
2018-2019;539;712;OTH;0.0;0.0;0.0
2018-2019;552;992;ONL;0.0;0.0;0.0
2018-2019;552;993;ONL;0.0;0.0;0.0
2018-2019;552;994;ONL;0.0;0.0;0.0
2018-2019;63;1678;ONL;236.0;238.0;2.0
2018-2019;63;1679;ONL;5000.0;5000.0;0.0
2018-2019;63;1710;OTH;0.0;0.0;0.0
2018-2019;63;1714;OTH;6.0;6.0;0.0
2018-2019;63;1719;OTH;92.0;92.0;0.0
2018-2019;65;1;ONL;4789.0;4789.0;0.0
2018-2019;65;1;OTH;21652.0;23380.0;1728.0
2018-2019;65;2;OTH;13725.0;14200.0;475.0
2018-2019;65;3;OTH;448806.0;448806.0;0.0
2018-2019;65;4;ONL;125.0;129.0;4.0
2018-2019;65;5;OTH;19.0;19.0;0.0
2018-2019;65;6;OTH;5.0;5.0;0.0
2018-2019;74;1122;OTH;32898.0;33231.0;333.0
2018-2019;76;1862;TEL;150.0;150.0;0.0
2018-2019;86;1533;ONL;5.0;5.0;0.0
2018-2019;86;657;ONL;320.0;344.0;24.0
2018-2019;87;912;OTH;251.0;261.0;10.0
2018-2019;87;915;OTH;328.0;339.0;11.0
2018-2019;87;917;OTH;46.0;50.0;4.0
2018-2019;87;918;OTH;1911.0;2131.0;220.0
2018-2019;87;919;OTH;922.0;946.0;24.0
2018-2019;87;920;OTH;79.0;94.0;15.0
2018-2019;87;921;OTH;78.0;78.0;0.0
2018-2019;93;1874;OTH;36.0;39.0;3.0
2018-2019;93;1875;ONL;0.0;0.0;0.0
2018-2019;93;1875;OTH;0.0;0.0;0.0
2018-2019;93;1875;PERSON;0.0;0.0;0.0
2018-2019;93;1875;TEL;0.0;0.0;0.0
2018-2019;95;1458;ONL;25.0;29.0;4.0
2018-2019;95;1467;ONL;0.0;0.0;0.0
2018-2019;95;1467;TEL;0.0;0.0;0.0
2018-2019;95;1468;TEL;0.0;0.0;0.0
2018-2019;95;1475;ONL;0.0;0.0;0.0
2018-2019;95;1658;ONL;1716.0;1716.0;0.0
2018-2019;95;1671;ONL;672.0;781.0;109.0
2018-2019;99;165;ONL;1151.0;3796.0;2645.0
2018-2019;99;167;ONL;416.0;446.0;30.0
2018-2019;99;208;ONL;23.0;28.0;5.0
2019-2020;1;127;EML;95.0;100.0;5.0
2019-2020;1;129;EML;131.0;131.0;0.0
2019-2020;1;130;EML;42.0;44.0;2.0
2019-2020;1;130;TEL;65.0;72.0;7.0
2019-2020;1;131;EML;52.0;52.0;0.0
2019-2020;1;131;TEL;0.0;0.0;0.0
2019-2020;1;132;EML;53.0;58.0;5.0
2019-2020;1;132;ONL;76.0;78.0;2.0
2019-2020;1;132;TEL;95.0;101.0;6.0
2019-2020;1;133;ONL;115134.0;115898.0;764.0
2019-2020;1;134;ONL;4971.0;5672.0;701.0
2019-2020;1;135;EML;296.0;296.0;0.0
2019-2020;1;135;TEL;2112.0;2198.0;86.0
2019-2020;1;136;EML;34.0;40.0;6.0
2019-2020;1;136;ONL;70.0;70.0;0.0
2019-2020;1;136;TEL;4.0;4.0;0.0
2019-2020;1;137;EML;10.0;13.0;3.0
2019-2020;1;137;ONL;175.0;181.0;6.0
2019-2020;1;137;TEL;37.0;37.0;0.0
2019-2020;1;138;EML;149.0;175.0;26.0
2019-2020;1;138;ONL;120.0;122.0;2.0
2019-2020;1;138;TEL;97.0;97.0;0.0
2019-2020;1;139;EML;134.0;156.0;22.0
2019-2020;1;139;ONL;18.0;20.0;2.0
2019-2020;1;139;TEL;97.0;97.0;0.0
2019-2020;1;140;EML;3.0;4.0;1.0
2019-2020;1;140;ONL;13.0;13.0;0.0
2019-2020;1;140;TEL;2.0;2.0;0.0
2019-2020;1;144;EML;13.0;14.0;1.0
2019-2020;1;144;ONL;29.0;29.0;0.0
2019-2020;1;144;TEL;16.0;16.0;0.0
2019-2020;1;145;EML;1013.0;1013.0;0.0
2019-2020;1;145;ONL;1029.0;1033.0;4.0
2019-2020;1;145;TEL;179.0;179.0;0.0
2019-2020;1;146;EML;43.0;55.0;12.0
2019-2020;1;146;ONL;2.0;2.0;0.0
2019-2020;1;146;TEL;30.0;30.0;0.0
2019-2020;1;147;EML;0.0;0.0;0.0
2019-2020;1;147;ONL;40.0;42.0;2.0
2019-2020;1;147;TEL;0.0;0.0;0.0
2019-2020;1;148;EML;386.0;392.0;6.0
2019-2020;1;148;ONL;334.0;334.0;0.0
2019-2020;1;149;EML;227.0;229.0;2.0
2019-2020;1;149;TEL;24.0;24.0;0.0
2019-2020;1;152;EML;44.0;49.0;5.0
2019-2020;1;152;ONL;33.0;35.0;2.0
2019-2020;1;152;TEL;4.0;4.0;0.0
2019-2020;1;153;EML;158.0;158.0;0.0
2019-2020;1;154;EML;19.0;25.0;6.0
2019-2020;1;154;ONL;97.0;102.0;5.0
2019-2020;1;154;TEL;30.0;30.0;0.0
2019-2020;1;156;EML;901.0;1721.0;820.0
2019-2020;1;156;ONL;570.0;639.0;69.0
2019-2020;1;156;TEL;372.0;409.0;37.0
2019-2020;1;158;EML;27.0;33.0;6.0
2019-2020;1;158;ONL;21.0;21.0;0.0
2019-2020;1;158;TEL;6.0;6.0;0.0
2019-2020;1;161;EML;22.0;24.0;2.0
2019-2020;1;161;ONL;21.0;22.0;1.0
2019-2020;1;161;TEL;5.0;5.0;0.0
2019-2020;1;162;EML;238.0;242.0;4.0
2019-2020;1;162;ONL;1.0;2.0;1.0
2019-2020;1;162;TEL;28.0;29.0;1.0
2019-2020;1;163;EML;10.0;11.0;1.0
2019-2020;1;163;ONL;2.0;2.0;0.0
2019-2020;1;163;TEL;13.0;13.0;0.0
2019-2020;1;164;EML;57.0;80.0;23.0
2019-2020;1;164;ONL;185.0;198.0;13.0
2019-2020;1;164;TEL;81.0;81.0;0.0
2019-2020;1;1980;EML;3.0;4.0;1.0
2019-2020;1;1980;ONL;4.0;4.0;0.0
2019-2020;1;1980;TEL;0.0;0.0;0.0
2019-2020;1;1981;EML;14.0;42.0;28.0
2019-2020;1;1981;ONL;9.0;9.0;0.0
2019-2020;1;1981;TEL;16.0;16.0;0.0
2019-2020;1;1984;EML;212.0;219.0;7.0
2019-2020;1;1984;ONL;1.0;1.0;0.0
2019-2020;1;1984;TEL;18.0;19.0;1.0
2019-2020;1;1985;EML;1172.0;1196.0;24.0
2019-2020;1;1985;ONL;8.0;9.0;1.0
2019-2020;1;1985;TEL;363.0;363.0;0.0
2019-2020;1;1986;EML;0.0;0.0;0.0
2019-2020;1;1986;TEL;2391.0;2391.0;0.0
2019-2020;114;1120;EML;0.0;0.0;0.0
2019-2020;114;1863;ONL;0.0;0.0;0.0
2019-2020;117;155;FAX;0.0;0.0;0.0
2019-2020;117;155;ONL;0.0;0.0;0.0
2019-2020;117;155;POST;0.0;0.0;0.0
2019-2020;117;155;TEL;0.0;0.0;0.0
2019-2020;117;157;EML;135.0;879.0;744.0
2019-2020;117;157;POST;344.0;23950.0;23606.0
2019-2020;117;160;EML;904.0;1274.0;370.0
2019-2020;117;160;ONL;17.0;17.0;0.0
2019-2020;117;160;TEL;904.0;1274.0;370.0
2019-2020;12;694;POST;5022.0;5548.0;526.0
2019-2020;12;707;POST;2412.0;2845.0;433.0
2019-2020;12;716;OTH;1985.0;2203.0;218.0
2019-2020;122;1837;EML;1457.0;1481.0;24.0
2019-2020;122;1901;ONL;799.0;816.0;17.0
2019-2020;122;1902;EML;200.0;332.0;132.0
2019-2020;122;1903;EML;73.0;82.0;9.0
2019-2020;122;1904;ONL;1827.0;2284.0;457.0
2019-2020;122;1905;ONL;379.0;413.0;34.0
2019-2020;122;1906;ONL;61.0;72.0;11.0
2019-2020;122;1907;EML;388.0;403.0;15.0
2019-2020;122;1908;EML;1338.0;1393.0;55.0
2019-2020;122;1909;EML;527.0;593.0;66.0
2019-2020;122;1910;EML;3553.0;3571.0;18.0
2019-2020;122;1911;EML;282.0;286.0;4.0
2019-2020;122;1912;ONL;3662.0;3885.0;223.0
2019-2020;122;1913;EML;45.0;48.0;3.0
2019-2020;122;1920;EML;228.0;251.0;23.0
2019-2020;122;1921;EML;725.0;970.0;245.0
2019-2020;122;1922;EML;321.0;509.0;188.0
2019-2020;122;1923;EML;1042.0;1094.0;52.0
2019-2020;122;1924;EML;702.0;726.0;24.0
2019-2020;122;1925;EML;297.0;306.0;9.0
2019-2020;122;1928;ONL;434.0;467.0;33.0
2019-2020;122;1929;ONL;14.0;14.0;0.0
2019-2020;122;2032;EML;5443.0;5724.0;281.0
2019-2020;123;1420;ONL;527839.0;569912.0;42073.0
2019-2020;123;1420;PERSON;527839.0;569912.0;42073.0
2019-2020;123;1420;POST;527839.0;569912.0;42073.0
2019-2020;123;1421;ONL;3530.0;3693.0;163.0
2019-2020;123;1422;ONL;3212688.0;3212706.0;18.0
2019-2020;123;1423;OTH;1139759.0;1939139.0;799380.0
2019-2020;123;1428;OTH;565689.0;600749.0;35060.0
2019-2020;123;1429;ONL;82202.0;83050.0;848.0
2019-2020;123;1430;ONL;24610.0;44152.0;19542.0
2019-2020;123;1431;ONL;715.0;1268.0;553.0
2019-2020;123;1433;ONL;20673.0;28031.0;7358.0
2019-2020;123;1439;ONL;6385.0;16459.0;10074.0
2019-2020;123;1439;POST;6385.0;16459.0;10074.0
2019-2020;123;1441;ONL;11204.0;14852.0;3648.0
2019-2020;123;1441;POST;19330.0;41080.0;21750.0
2019-2020;123;1442;OTH;52357.0;61860.0;9503.0
2019-2020;123;1466;ONL;192.0;192.0;0.0
2019-2020;123;1482;POST;303864.0;401466.0;97602.0
2019-2020;123;1491;PERSON;2224558.0;2233090.0;8532.0
2019-2020;123;1491;POST;219296.0;219862.0;566.0
2019-2020;123;1494;PERSON;653.0;782.0;129.0
2019-2020;123;1494;POST;653.0;782.0;129.0
2019-2020;123;1495;OTH;14415.0;22642.0;8227.0
2019-2020;123;1496;OTH;4325.0;4351.0;26.0
2019-2020;123;1498;PERSON;6.0;7.0;1.0
2019-2020;123;1498;POST;6.0;7.0;1.0
2019-2020;123;1500;PERSON;15684.0;15853.0;169.0
2019-2020;123;1500;POST;15684.0;15853.0;169.0
2019-2020;123;1501;POST;15021.0;15371.0;350.0
2019-2020;123;2107;PERSON;7386.0;7488.0;102.0
2019-2020;123;2108;PERSON;7438.0;7478.0;40.0
2019-2020;123;2132;ONL;3753.0;3753.0;0.0
2019-2020;124;1238;ONL;0.0;0.0;0.0
2019-2020;125;1004;ONL;0.0;0.0;0.0
2019-2020;125;1006;ONL;17754.0;17762.0;8.0
2019-2020;125;1008;ONL;259.0;269.0;10.0
2019-2020;125;1009;ONL;295.0;300.0;5.0
2019-2020;125;1010;OTH;51.0;51.0;0.0
2019-2020;125;1011;ONL;153.0;153.0;0.0
2019-2020;125;1013;OTH;415.0;419.0;4.0
2019-2020;125;1015;OTH;8.0;8.0;0.0
2019-2020;125;1016;EML;8.0;8.0;0.0
2019-2020;125;1017;EML;0.0;0.0;0.0
2019-2020;125;1020;EML;1.0;1.0;0.0
2019-2020;125;1021;EML;5.0;5.0;0.0
2019-2020;125;1022;EML;3.0;3.0;0.0
2019-2020;125;1024;EML;1.0;1.0;0.0
2019-2020;125;1025;EML;11.0;11.0;0.0
2019-2020;125;1027;ONL;229255.0;229255.0;0.0
2019-2020;125;1028;TEL;368.0;370.0;2.0
2019-2020;125;1029;OTH;296.0;308.0;12.0
2019-2020;125;1030;OTH;0.0;0.0;0.0
2019-2020;125;1031;OTH;3.0;3.0;0.0
2019-2020;125;1032;ONL;231980.0;231980.0;0.0
2019-2020;125;1033;ONL;146.0;165.0;19.0
2019-2020;125;1034;ONL;14.0;18.0;4.0
2019-2020;125;1035;OTH;156.0;158.0;2.0
2019-2020;125;1037;OTH;277.0;284.0;7.0
2019-2020;125;1041;OTH;0.0;0.0;0.0
2019-2020;125;1043;OTH;0.0;0.0;0.0
2019-2020;125;1045;ONL;43.0;43.0;0.0
2019-2020;125;1515;OTH;249.0;249.0;0.0
2019-2020;125;1737;OTH;290.0;301.0;11.0
2019-2020;125;1738;OTH;922.0;1001.0;79.0
2019-2020;125;1739;OTH;112.0;114.0;2.0
2019-2020;125;1740;OTH;271.0;285.0;14.0
2019-2020;125;1742;OTH;0.0;0.0;0.0
2019-2020;125;1744;OTH;0.0;0.0;0.0
2019-2020;125;1745;OTH;11740.0;13300.0;1560.0
2019-2020;125;1746;OTH;2400.0;3000.0;600.0
2019-2020;125;1748;OTH;74.0;81.0;7.0
2019-2020;125;1749;OTH;144.0;159.0;15.0
2019-2020;125;2072;EML;51.0;68.0;17.0
2019-2020;125;2077;EML;5.0;5.0;0.0
2019-2020;125;2078;EML;14.0;14.0;0.0
2019-2020;125;2079;EML;14.0;14.0;0.0
2019-2020;125;2087;ONL;300.0;300.0;0.0
2019-2020;125;2091;OTH;198.0;317.0;119.0
2019-2020;125;2092;ONL;0.0;0.0;0.0
2019-2020;125;2093;OTH;0.0;0.0;0.0
2019-2020;125;2112;OTH;26.0;28.0;2.0
2019-2020;125;846;PERSON;9.0;9.0;0.0
2019-2020;125;956;OTH;577.0;879.0;302.0
2019-2020;125;956;TEL;165.0;481.0;316.0
2019-2020;125;997;OTH;111.0;111.0;0.0
2019-2020;125;998;OTH;20.0;20.0;0.0
2019-2020;125;999;OTH;27.0;27.0;0.0
2019-2020;126;1688;ONL;0.0;0.0;0.0
2019-2020;126;1691;ONL;0.0;0.0;0.0
2019-2020;126;1886;OTH;0.0;0.0;0.0
2019-2020;127;1055;OTH;0.0;0.0;0.0
2019-2020;127;1059;OTH;0.0;0.0;0.0
2019-2020;127;1060;OTH;0.0;0.0;0.0
2019-2020;127;1062;OTH;0.0;0.0;0.0
2019-2020;127;1088;ONL;0.0;0.0;0.0
2019-2020;127;1089;OTH;0.0;0.0;0.0
2019-2020;127;1943;EML;776.0;892.0;116.0
2019-2020;127;1944;ONL;276.0;317.0;41.0
2019-2020;127;1947;ONL;974.0;974.0;0.0
2019-2020;127;1948;ONL;200.0;304.0;104.0
2019-2020;127;1950;EML;0.0;0.0;0.0
2019-2020;127;1954;ONL;698.0;798.0;100.0
2019-2020;127;1957;POST;26877.0;28292.0;1415.0
2019-2020;127;726;TEL;44626.0;83414.0;38788.0
2019-2020;127;730;ONL;11002.0;11890.0;888.0
2019-2020;127;730;OTH;11002.0;11890.0;888.0
2019-2020;127;730;PERSON;11002.0;11890.0;888.0
2019-2020;127;730;TEL;11002.0;11890.0;888.0
2019-2020;127;732;FAX;610.0;718.0;108.0
2019-2020;127;732;ONL;0.0;0.0;0.0
2019-2020;127;732;PERSON;610.0;718.0;108.0
2019-2020;127;735;ONL;104.0;116.0;12.0
2019-2020;127;735;TEL;104.0;116.0;12.0
2019-2020;127;736;ONL;0.0;0.0;0.0
2019-2020;127;736;OTH;0.0;0.0;0.0
2019-2020;127;736;PERSON;0.0;0.0;0.0
2019-2020;127;739;EML;176.0;196.0;20.0
2019-2020;127;739;PERSON;176.0;196.0;20.0
2019-2020;127;739;TEL;176.0;196.0;20.0
2019-2020;127;747;OTH;0.0;0.0;0.0
2019-2020;127;751;TEL;897.0;941.0;44.0
2019-2020;127;753;PERSON;0.0;0.0;0.0
2019-2020;127;754;TEL;467.0;473.0;6.0
2019-2020;127;756;TEL;3523.0;3914.0;391.0
2019-2020;127;761;ONL;339.0;341.0;2.0
2019-2020;127;762;OTH;3525.0;3525.0;0.0
2019-2020;127;763;OTH;600000.0;600000.0;0.0
2019-2020;127;766;ONL;0.0;0.0;0.0
2019-2020;127;768;TEL;0.0;0.0;0.0
2019-2020;127;770;ONL;0.0;0.0;0.0
2019-2020;127;771;ONL;0.0;0.0;0.0
2019-2020;127;772;TEL;0.0;0.0;0.0
2019-2020;127;850;ONL;37.0;58.0;21.0
2019-2020;127;859;ONL;263.0;333.0;70.0
2019-2020;127;860;ONL;802.0;827.0;25.0
2019-2020;127;861;ONL;1382.0;1386.0;4.0
2019-2020;127;862;ONL;98.0;123.0;25.0
2019-2020;127;863;ONL;926.0;945.0;19.0
2019-2020;127;864;ONL;171.0;196.0;25.0
2019-2020;127;868;ONL;173.0;208.0;35.0
2019-2020;127;874;POST;2564.0;2564.0;0.0
2019-2020;127;875;OTH;4102.0;4102.0;0.0
2019-2020;127;876;POST;479.0;755.0;276.0
