service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest;service_scope_ext_or_ent
2084;Financial Performance Data;Données sur la performance financière;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
2080;Canadian Industry Statistics;Statistiques relatives à l'industrie canadienne;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
2083;Trade Data Online;Données sur le commerce en direct.;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
2082;Canadian Importers Database;Base de données sur les importateurs canadiens;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
2235;Accelerated Growth Service;Service croissance accélérée;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
1333;BizPal;PerLe;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
3599;Global Innovation Clusters Program;grappes mondiales de l’innovation;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2023-2024;2023-2024;True
SRV02790;Intellectual Property Centre of Expertise (IP CoE);Centre d'expertise en Propriété intellectuelle (CE PI);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2021-2022;2023-2024;True
SRV03177;Development of Emergency Economic Stimulus Packages;Élaboration de plans de relance économique d’urgence;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03224;Critical Infrastructure and Manufacturing Plan (CIMP): Reporting on manufacturing sector impacts from critical infrastructure disruptions;Plan relatif aux infrastructures critiques et à l'industrie manufacturière (ICIM) : Rapport sur l'impact des perturbations des infrastructures critiques dans le secteur manufacturier;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03227;International Radio Frequency Coordination;Coordination internationale des radiofréquences;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03228;Information and Communications Technology Critical Infrastructure Resilience – Cyber Security;Résilience des infrastructures essentielles des technologies de l’information et des communications – Cybersécurité;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03230;Emergency Telecommunications;Télécommunications d’urgence;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03232;Remediation of Terrestrial Interference;Réparation du brouillage des stations terrestres;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03235;Affixing the Great Seal of Canada on formal documents;Apposition du Grand Sceau du Canada sur les documents officiels;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
2260;Investment Canada Act (ICA) Net Benefit Review, National Security Review;Loi sur Investissement Canda examen de l'avantage net, examen relatif à la sécurité nationale;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2021;IP Data;Données sur la PI;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
2216;IP Education, tools, and resources;Éducation, outils et ressources en matière de PI;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2248;Patent Collective Pilot Program (Gs&Cs);Programme pilote sur le Collectif de brevets;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2251;Intellectual Property Clinics Program (Gs&Cs);Programme de cliniques sur la propriété intellectuelle;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2380;Canada Business App;l'application Enterprises Canada;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
3601;Portfolio Management;de gestion de portefeuille;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2023-2024;2023-2024;True
1291;Contributions Program for Non-Profit Consumer and Voluntary Organizations;Programme de contributions pour les organisations sans but lucratif de consommateurs et de bénévoles;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1246;Information Centre - Law Enforcement;Centre d'information - Application de la loi;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1244;Merger Review - Competition Law Enforcement;Examen des fusions – Application du droit de la concurrence;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1250;Written Opinions;Avis écrits;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
2217;Register Integrated Circuit Topography;Enregistrement de topographies de circuits intégrés;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
SRV03225;Spectrum Auction;Enchères du spectre;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03226;Satellite Operations;Opérations par satellite;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
989;Complaint Investigation of Suspected Inaccurate Measurement;Enquête sur les plaintes concernant les mesures inexactes soupçonnées;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1253;Register Industrial Designs;Enregistrement de dessins industriels;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1255;Register Copyrights;Enregistrement de droits d'auteur;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
SRV03267;Electricity and Natural Gas Measuring Apparatus Accuracy;Précision des appareils de mesure de l'électricité et de gaz naturel;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
1258;Register Trademarks;Enregistrement de marques de commerce;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
2222;Canada Digital Adoption Program - Grow Your Business Online;Programme canadien d’adoption du numérique - Développer vos activités commerciales en ligne;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2250;Indigenous Intellectual Property Program Grant (Gs&Cs);Subvention du programme sur la propriété intellectuelle autochtone;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
1248;CA Identification Number Application & Updates;Numéro d'identification CA Demande et mises à jour;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1323;CanCode;CodeCan;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1222;Licensed Insolvency Trustee (LIT) Licence Renewal;Renouvellement de Licence de syndics autorisés en insolvabilité (SAI);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1301;Clean Growth Hub;Carrefour de la croissance propre;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1234;Licensed Insolvency Trustee (LIT) License Issuance Decisions;Décisions sur l'octroi d'une licence de syndic autorisé en insolvabilité (SAI);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
3600;ElevateIP;ÉleverlaPI;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2023-2024;2023-2024;True
1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1218;Authorized Service Provider Accreditation, Registration and Renewal;Renouvellement d'un fournisseur de services autorisé;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
SRV02890;Weights and Measures Calibration;L'étalonnage des appareils de pesage et de mesure;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2021-2022;2023-2024;True
SRV03238;Weights and Measures Inspection;Services d'inspection poids et mesures;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03243;Weights and Measures Approvals;L'approbation des appareils de pesage et de mesure;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03248;Electricity and Natural Gas Meter Inspection;Inspections de compteurs d'électricité et de gaz naturel;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03261;Authorized Service Provider Recognized Technician Training;Formation des fournisseur services autorisés techniciens reconnus ;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
SRV03264;Electricity and Natural Gas Approvals;Approbation de compteurs d'électricité et de gaz naturel;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2022-2023;2023-2024;True
2240;Issuance of Certificates of Qualification under the Floating Plant Clause (Coasting Trade Act);Délivrance de certificats de qualification en vertu de la clause d'outillage flottant (Loi sur le cabotage);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
1268;Connect to Innovate (CTI);Brancher pour innover;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1287;Digital Literacy Exchange Program (DLEP);Programme d'échange en matière de littératie numérique;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1274;Accessible Technology Development Program (ATP);Programme de développement de la technologie accessible;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
2237;ExploreIP;ExplorerPI;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
2229;Universal Broadband Fund (STS-CCB);Fonds pour la large bande universelle;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2020-2021;2023-2024;True
1289;Digital Skills for Youth (DS4Y);Programme de compétences numériques pour les jeunes (CNJ);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1282;Computers for School Plus (CFS+);Ordinateurs pour les écoles et Plus (OPE+);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1243;Canada Small Business Financing Program (CSBFP);Programme de financement des petites entreprises du Canada (PFPEC);Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1267;Grant Patents;Délivrance de brevets;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1221;Bankruptcy and Insolvency Records Search;Recherche de dossiers de faillite et d'insolvabilité;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1276;Connecting Families Initiative (CFi), formerly Affordable Access Initiative;L'initiative Familles branchées, anciennement l'Initiative d'accès abordable;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
SRV02791;Canada Digital Adoption Program - Boost Your Business Technology;"Programme canadien d’adoption du
 numérique - Améliorez les technologies de votre entreprise";Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2021-2022;2023-2024;True
2015;Client Service Centre;Centre de services à la clientèle;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2019-2020;2023-2024;True
1332;ISED Citizen Services Centre;Centre de services aux citoyens d'ISDE;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1235;Incorporations;Incorporations;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;130;2018-2019;2023-2024;True
1854;Access to Information and Privacy;Accès à l’information et protection des renseignements personnels;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2023-2024;True
2549;Cataloguing in Publication;Catalogage avant publication;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2023-2024;True
2538;Consultation of published and archival material;Consultation de matériel publié et archivistique;Library and Archives Canada;Bibliothèque et Archives Canada;199;2020-2021;2023-2024;True
1867;Copy Services;Services de copies;Library and Archives Canada;Bibliothèque et Archives Canada;199;2018-2019;2023-2024;True
3573;Copyright;Droits d'auteur;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3578;Digital Access to Collections;Accès numérique à la collection;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3572;Events, exhibitions and tours;Événements, expositions et visites;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3581;Funding Programs;Programmes de financement;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3574;Information Management and Disposition of Government Records;Gestion de l’information et disposition des documents fédéraux;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3575;International Standard Numbers;Numéros internationaux normalisés;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3576;Loans;Prêts;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
3577;Research Support;Soutien à la recherche;Library and Archives Canada;Bibliothèque et Archives Canada;199;2023-2024;2023-2024;True
423;Conduct Complaints;Plaintes pour inconduites;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;210;2018-2019;2023-2024;True
424;Interference Complaints;Plaintes pour ingérence;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;210;2018-2019;2023-2024;True
1065;Mobilizing Insights in Defence and Security (MINDS);Mobilisation des idées nouvelles en matière de défense et de sécurité (MINDS);National Defence;Défense nationale;133;2018-2019;2023-2024;True
1054;Acquiring Surplus Equipment;Acquisition De Biens Excédentaires;National Defence;Défense nationale;133;2018-2019;2023-2024;True
1064;Innovation for Defence Excellence and Security (IDEaS);Innovation pour la défense, l’excellence et la sécurité (IDEeS);National Defence;Défense nationale;133;2018-2019;2023-2024;True
1066;Ministerial Correspondence Unit;Unité de la correspondance ministérielle;National Defence;Défense nationale;133;2018-2019;2023-2024;True
1050;Cadet Online Registration;Inscription en ligne pour les cadets;National Defence;Défense nationale;133;2018-2019;2023-2024;True
2271;Recruitment;Recrutement;National Defence;Défense nationale;133;2020-2021;2023-2024;True
SRV02716;SMSRC Response and Support Coordination program;CSRIS Programme de coordination de l’intervention et du soutien;National Defence;Défense nationale;133;2021-2022;2023-2024;True
SRV02719;Restorative Engagement;Démarches Réparatrices;National Defence;Défense nationale;133;2021-2022;2023-2024;True
SRV02717;Sexual Misconduct Support and Resource Centre 24/7 Support Line;Centre de soutien et de ressources sur l'inconduite sexuelle (CSRIS) Ligne de Soutien 24/7;National Defence;Défense nationale;133;2021-2022;2023-2024;True
SRV03060;The Victim Liaison Officer;L'agent de liaison de la victime;National Defence;Défense nationale;133;2022-2023;2023-2024;True
3704;Independent Legal Assistance;L'assistance juridique indépendante;National Defence;Défense nationale;133;2023-2024;2023-2024;True
SRV03061;Sexual Misconduct Support and Resource Center's Community Support for Sexual Misconduct Survivors Grant Program;Le programme de subventions pour le soutien communitaire pour les personnes surviantes d'inconduite sexuelle du Centre de soutien et de resources sur l'inconduite sexuelle;National Defence;Défense nationale;133;2022-2023;2023-2024;True
3701;​Innovation for Defence Excellence and Security (IDEaS) Marketplace;​Marché Innovation pour la défense, l'excellence et la sécurité (IDEeS);National Defence;Défense nationale;133;2023-2024;2023-2024;True
3708;IDEaS Innovation Support Referals (IRS) Program;Programme de références pour le soutien à l’innovation (RSI) d’IDEeS;National Defence;Défense nationale;133;2023-2024;2023-2024;True
3703;Peer Support Program;Programme de soutien par les pairs;National Defence;Défense nationale;133;2023-2024;2023-2024;True
3702;Outreach;Rayonnement;National Defence;Défense nationale;133;2023-2024;2023-2024;True
1506;NFB Archives;ONF Archives;National Film Board;Office national du film;223;2018-2019;2023-2024;True
2641;CAMPUS - Individual subscription;CAMPUS - Abonnement individuel;National Film Board;Office national du film;223;2020-2021;2023-2024;True
2642;NFB.ca-Digital Store;ONF.ca-Boutique numérique;National Film Board;Office national du film;223;2020-2021;2023-2024;True
1526;Public Screenings;Projections publiques;National Film Board;Office national du film;223;2018-2019;2023-2024;True
1728;Access to information and Privacy;Accès à l'information et protection des renseignements personnels;National Film Board;Office national du film;223;2018-2019;2023-2024;True
1556;Calibration laboratory assessment service;Service d'évaluation des laboratoires d'étalonnage;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1554;Canada's official time;Heure officielle du Canada;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
2568;Canadian Construction Materials Centre (CCMC) Product Assessments;Évaluation des produits du Centre canadien de matériaux de construction (CCMC);National Research Council Canada;Conseil national de recherches Canada;228;2020-2021;2023-2024;True
1557;Certified Reference Materials;Matériaux de référence certifiés;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1339;Client Service Centre (CSC);Centre de services à la clientèle;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1553;Codes Canada;Codes Canada;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1549;Federal Science Libraries Network (FSLN);Réseau des bibliothèques scientifiques fédérales (RBSF);National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1555;Instrument Calibration Services;Services d'étalonnage d'instruments;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1560;IRAP Advisory Services through Contributions to Organizations;Services-conseils du PARI - contributions aux organismes;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1558;IRAP Advisory Services to Firms;Services consultatifs du PARI  aux entreprises;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1275;IRAP Grants and Contributions;Subventions et contributions du PARI;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1547;National Science Library;Bibliothèque scientifique nationale;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1552;Research Services;Services de recherches;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1551;Technical Services;Services techniques;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
1677;The Canadian Astronomy Data Centre (CADC);Le Centre canadien de données astronomiques (CCDA);National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2023-2024;True
2153;Conduct a Review;Effectuer un examen;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;302;2019-2020;2023-2024;True
2154;Investigate a Complaint;Enquêter sur une plainte;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;302;2019-2020;2023-2024;True
1524;Canadian Wildland Fire Information System;Système canadien d'information sur les feux de végétation;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
2596;Contributions in support of Investments in the Forest Industry Transformation Program;Contribution à l'appui du Programme d'investissements dans la transformation de l'industrie forestière;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2597;Contributions in support of the Forest Innovation Program;Contributions à l'appui du Programme de promotion de ld'innovation forestière en foresterie;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
3603;Grants and Contributions in Support of the Global Forest Leadership Program;Subventions et contributions à l'appui du programme de leadership mondial sur les forêts;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2600;Grants and Contributions in support of the Two Billion Tree Program;Subventions et contributions pour la croissance des forêts du Canada - 2 milliards d'arbres;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2601;Contribution to the Indigenous Forestry Initiative;Contribution à l'Initiative de foresterie autochtone;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2603;BioHeat component of the Clean Energy for Rural and Remote Communities Program;Volet biothermie du programme Énergie propre pour les collectivités rurales et éloignées (EPCRE);Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2605;Spruce Budworm Early Intervention Strategy – Phase II Contribution Program;Stratégie d’intervention précoce contre la tordeuse des bourgeons de l’épinette – Phase II;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2607;Support for research on Woodland Caribou in support of conservation;Appuyer les recherches sur le caribou des bois à l'appui de la conservation de cette espèce en péril;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2610;Green Construction through Wood (GCWood) Program;Programme de construction verte en bois (CVBois);Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
3375;Fighting and Managing Wildfires in a Changing Climate;Combattre et gérer les feux de forêt dans un climat en changement;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3378;Wildland Fire Resilience;Contribution à l'appui de Programme Résilience des feux de forêt;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
1711;Open Science & Technology Repository (OSTR);Dépôt ouvert des sciences & technologies (DOST);Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1712;Natural Resources Canada Library;Bibliothèque de Ressources naturelles Canada;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1576;Media Enquiries;Demandes des médias;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1578;Public Enquiries;Renseignements au public;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1653;ENERGY STAR® Portfolio Manager Energy Benchmarking Tool;Outil d'analyse comparative ENERGY STAR® Portfolio Manager;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1654;Greening Government Services, and Federal Buildings Initiative;Services pour un gouvernement vert et l'Initiative des bâtiments fédéraux;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1656;NRCan searchable product list for regulated and ENERGY STAR certified products;List de produts interrogeables de RNCan permettant de rechercher des produits réglementés et certifiés ENERGY STAR;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1670;NDTCB: General Standards Board certification for non-destructive testing;Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : certification par l'Office des normes générales du Canada en essais non destructifs;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1672;NDTCB: Portable tube-based X-ray fluorescence analyzer operator certification;Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : certification des opérateurs d'analyseur à fluorescence rayons X à tube à rayons X portatif;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1673;NDTCB: Written examination for the CNSC’s exposure device operator certification;Organisme de certification nationale en essais non destructifs de Ressources naturelles Canada : examen écrit de certification des opérateurs d'appareils d'exposition de la Commission canadienne de sûreté nucléaire;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
1716;ecoENERGY for Housing - Enquiries;écoÉNERGIE pour l'habitation – Demandes de renseignements;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
2585;Contributions in support of the ENERGY Innovation Program;Contributions à l'appui des Programmes d'innovation énergétique;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2589;Energy Efficient Buildings Program;Programme de bâtiments écoénergétiques;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2617;Industry Energy Management Programs;Programmes de gestion de l'énergie industrielle;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2914;Canada Greener Homes Initiative;Initiative canadienne pour des maisons plus vertes;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3606;Multi-Partner Research Initiative;Initiative de recherche multipartenaire;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2619;Clean Energy for Rural and Remote Communities Program - Deployment;Programme d'énergie propre pour les collectivités rurales et éloignées - Déploiement;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2919;Smart Grid Deployment Program;Programme de déploiement de réseaux intelligents;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2920;Emerging Renewable Power Program;Programme des énergies renouvelables émergentes;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2921;Smart Renewables and Electrification Pathways Program - Deployment;Programme des énergies renouvelables intelligentes et de trajectoires d’électrification - Déploiement;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2922;Strategic Interties Predevelopment Program;Programme de prédéveloppement des interconnexions stratégiques;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2923;Smart Renewables and Electrification Pathways Program - Capacity Building and Indigenous Engagement Grants;Programme des énergies renouvelables intelligentes et de trajectoires d’électrification - Renforcement des capacités et Subventions pour l’engagement des Autochtones;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3612;Electricity Predevelopment Program;Programme de prédéveloppement en matière d'électricité;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
2940;Clean Energy for Rural and Remote Communities Program - Capacity Building and Grants;Programme d'énergie propre pour les collectivités rurales et éloignées - Renforcement des capacités et subventions;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3613;Enabling Small Modular Reactor Program;Programme facilitant les petits réacteurs modulaires;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
1657;SmartWay Transportation Partnership;Partenariat de transport SmartWay;Natural Resources Canada;Ressources naturelles Canada;134;2018-2019;2023-2024;True
2618;Emissions Reduction Fund - Onshore Program;Fond de réduction des émissions - programme d'installations terrestres;Natural Resources Canada;Ressources naturelles Canada;134;2020-2021;2023-2024;True
2918;Emissions Reduction Fund Offshore Deployment Program;Programme de déploiement extracôtier du fonds de réduction des émissions;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3215;Zero Emission Vehicles Infrastructure Program (ZEVIP);Programme d’infrastructure pour les véhicules à émission zéro (PIVEZ);Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3220;Zero Emission Vehicle Awareness Initiative (ZEVAI);Initiative de sensibilisation aux véhicules à émission zéro (ISVEZ);Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3221;Fuel Consumption Guide (FCG);Guide de consommation de carburant;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3222;Green Freight Program (GFP);Programme de transport écoénergétique de marchandises;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3223;Electric Charging and Alternative Fuel Station Locator;Localisateur de stations de recharge et de stations de ravitaillement en carburants de remplacement;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3229;EcoDriving;Cours d’écoConduite en ligne gratuit;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3231;EnerGuide for Vehicles;ÉnerGuide pour les véhicules;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3233;Auto$mart driver training;Programme de formation des conducteurs Le bon $ens au volant;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
3236;Fuel-efficient driving techniques;Techniques de conduite écoénergétique;Natural Resources Canada;Ressources naturelles Canada;134;2023-2024;2023-2024;True
