fiscal_yr;org_id;department_en;department_fr;online_e2e_count;service_count;online_e2e_pc;num_applications_online;num_applications_by_phone;num_applications_by_mail;num_applications_in_person;num_applications_by_other_fax_and_email;service_with_std_count;service_count;services_with_standards_percentage;service_standard_met;service_standard_count;standards_met_percentage
2023-2024;125;Fisheries and Oceans Canada;Pêches et Océans Canada;3;75;0.04;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND;0;75;0.0;;;
2023-2024;126;Global Affairs Canada;Affaires mondiales Canada;14;75;0.18666666666666668;NANA284734NANANDNANANA636NANA12402591872546NA30920NANANANANANANANANANA3NANANANANANA600NANANANANANA11NANANANANANA1322735NANANANANANANDNA20NA1001977NANANANANANANANANANA;NANANDNANANANANANANANA100NANANANANANANANANANANANANANANANA84455NANDNANANANANDNANANANANANANANANANANANANANANA370NANANANANANANANANANANANANANDNANANANANANANANA;NANANDNA88166NANANA121NANA15200NANANANANANA0NANANANANA02NANANANANANANANANANANANANANANANANANANANANANANANANA0367NANANANANANANANA0NANANANANANANA0NANANANANA;NANANANA100328NANANANANANANANANANANANANA0NANANANANANANANANANANANDNANANANANDNANANANANANANANANANANANANANANANA0NANANANANANANANA012346NANANANANANANANANANANANA;NANANANANANAND01000NANANA53000NANANANANANANA142NANANDNANANANANANDNANA3178NANANANANANANANANANANANANANANA1787NANANANANA00NDNANANANANA1250NANA20NANA27NANANANANA0NANA27NANANDNANANA342100123654NANANDNANANDNANANANANANANANANANANANANANANANANANANANA1000NANA15NANANANANANANANANANANA494NANANANANANANANANANANANDNANANANANA15NANANANANANANANA12100398NANANANANANANANANANANANDNANANANANANDNANA1020NANA42500200NANANANANANANANANANANA750NANANDNANANANANANANANA1NANANANANANANANANANANANANANA250;45;75;0.6;22.0;31.0;0.7096774193548387
2023-2024;127;Health Canada;Santé Canada;9;84;0.10714285714285714;16329476NANANANANANANANANANANANA998NANANANANANANANANANANANANANANANANANANANANANANANANA180000000NANANANANANANA88NANA21783368560000000000000473981297161298706274NA590149;NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA0NANDNA1000500NANANANANANANANANANA0000000000000000NANANANANANANANANANANA;0NANANA10NA1773NANANANANANANA0NANANANANANANANANANANANANANANANANANANANANANANANANANA20550000NANANANANANANANANA540000000000000000NANANANANANANA1NANANA;0NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANDNA000000NANANANANANANANA4NA0000000000000000NANANANANANANANANANANA;NA0251985NANANANANANA917257NA1002766NANANANANA9582NANANANANANANANANANANANANANANANANANANANANANA0998NANANANANA9NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA501679609NANANANANA01002000018043800300010005000500NANANA0NANANANANANANA4NANA4NANANANANANANANANANANA10NANANA000000025469418800117640052070079610019900002468003990003030037160019899679001800886600NANANANANANANANANANANANANANANANANANANANANA2NA3385NANANA2NA22NANANA;45;84;0.5357142857142857;35.0;52.0;0.6730769230769231
2023-2024;237;Housing, Infrastructure and Communities Canada;Logement, Infrastructure et Collectivités Canada;2;17;0.11764705882352941;NANA1837NANANANANA150NA016109110NA287;NANANANANANANANANA0NA0000NA0;NANANDNDNANANANANA0NA0005ND0;NANA0NDNANANANANA0NA0NDND0ND0;NANANANANANANANDNDNANDNDNANANANANANANANANANANANANANANA006NANANANA0520020000029NANDNDNA00;17;17;1.0;25.0;30.0;0.8333333333333334
2023-2024;174;Immigration and Refugee Board of Canada;Commission de l'immigration et du statut de réfugié du Canada;1;1;1.0;ND;ND;ND;ND;NDNDND;0;1;0.0;;;
2023-2024;123;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;15;20;0.75;368797137535880104282900892550013255701101494559400257462043181222800;00000000000265914700000000;019390383241722936120900003898100230697111479391103571694526252;01772434628640700000001400396606524708250569;2240015120038070028110041950003937600000000000000003001466010700011981600115987003051000000000113100831200;13;20;0.65;23.0;44.0;0.5227272727272727
2023-2024;63;Impact Assessment Agency of Canada;Agence d'évaluation d'impact du Canada;10;10;1.0;0000000000;0000000000;0000000000;0000000000;000004500104003000760000000090017810062;8;10;0.8;12.0;19.0;0.631578947368421
2023-2024;130;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;54;77;0.7012987012987013;000380121870078711677170000000000000000000016002308100044020093962703058140146122115503809810210014615701491600140033388979046143201436303124471103181006030;000000000000000000000000000000000000000000000000000000000000000000000000006254580;0000828000743000000000000000000000000000000015740401806000000000000000000000000055070001162327;00000000000000000000000000000000000000000000000000000000000000000000000000000;0000000000000519350000000006209336780132360000000000000000000000000000000000000000003660000000120100000000100015001000000000000180006000000000000080300201000006312000000220000000000000000000000000000000000000000000000000000000000000000000000905600000100000520907081819235;66;77;0.8571428571428571;179.0;222.0;0.8063063063063063
2023-2024;199;Library and Archives Canada;Bibliothèque et Archives Canada;0;12;0.0;46360548510950109600112069542936352;20643060000000166;192000000000466063;402288949002500002740;03347840093090018600221001433000000001763500698000001539111248;0;12;0.0;;;
2023-2024;210;Military Police Complaints Commission of Canada;Commission d'examen des plaintes concernant la police militaire du Canada;0;2;0.0;00;00;00;00;000000;0;2;0.0;;;
2023-2024;133;National Defence;Défense nationale;0;16;0.0;00000706160000000000;000000143000000000;0000000000000000;00003328700000000000;00153700650000314640000000005840000000900120021000000004700198;3;16;0.1875;10.0;11.0;0.9090909090909091
2023-2024;223;National Film Board;Office national du film;2;4;0.5;27ND603NA;200NANAND;NANANAND;NDNANANA;NANA3000NANANANANANANANAND;4;4;1.0;0.0;0.0;
2023-2024;228;National Research Council Canada;Conseil national de recherches Canada;8;15;0.5333333333333333;NANA175NANA60835049NANANANA589NANA69000000;NANANANANA0NANANANANANANANANA;NANANANANA26NANANANANANANANANA;NANANANANA0NANANANANANANANANA;20NANANANANANANANA1228NANANANA19176051456NANA709994NANANANANANANANA2576NANANANA4403383NANA957NANANANANA;14;15;0.9333333333333333;25.0;29.0;0.8620689655172413
2023-2024;302;National Security and Intelligence Review Agency Secretariat;Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement;0;2;0.0;NA0;NANA;NA18;NA0;NANANA0020;0;2;0.0;;;
2023-2024;134;Natural Resources Canada;Ressources naturelles Canada;28;109;0.25688073394495414;NA5090461350NANA14300NANA0148NANANA000NA86717NA210000NANANANANANANANANANANANANANANANANANANANANANANA0NA722NA1020582NANANA1370NA0NANANANANA332600000NA20002830NANA27800000NANANANANANANANANANA3326NA00278NANANANANANANA0210000NANA;NA007000NANANA000NANA221610NANANA000NANANANANANA000000000NANANA0NANANANANANANANANANANA0NA0NANANANANA0NANANANANANA00000NANA0NANA00000NANANANANANANANANANA0NA000000000NANA0NANANA;NA0090000NANA000NANA00NANANA016620NANANANANANANANANANANANANANANA00NANANANANANANANANANANANANA0NA00NANANANA0NANANANANA40900000NANA0NANA00400NANANANANANANANANANANA409NA400NANANANANANANA0NANANA;NA0080000NANA000NANA00NANANA000NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA0NA00NANANANA0NANANANANANA00000NANA36NANA00000NANANANANANANANANANANANANA000NANANANANANANA0NANANA;NANANA0000120110100028002400NA1006NANA12NANANA00900158003NANANANANANA00151000843NANANANANANANANANA91460128313140000285NANANANANANANANANANANANA60000NANANANA54NANA4NANA0NANA0NANA1NANA1NANA205NANA7NANA19NANA34NANA800NANANANANANA0030NANA120NANANANANA390NANANANANANANANANANANANANANANANANANANANA9NANANA000NANANA00689NANA16175NANANANANANANA8NANA30034NANANANANANANANANANANANANANANA18375795002400490023000000NANANANANA10NA0368NANANANANA2000003NA04500300158NANA9NANANANANANANANANANANANANANANANANANANANA390NANANANANA120003018375795NANA19NA045003000NANA205NANA1NANA1NANA0NANA0NANANANANANA00060000NANANANA2NANANA;68;109;0.6238532110091743;103.0;128.0;0.8046875
2023-2024;230;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;6;6;1.0;845910546062NA778NA;NANANANANANA;NANANANANANA;NANANANANANA;NANA11NANANANANANANANANANANANANANA6980;6;6;1.0;6.0;10.0;0.6
2023-2024;238;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;1;9;0.1111111111111111;NDNDNDNDNDNDNDND12;NDNDNDNDNDNDND1ND;NDNDNDNDNDNDND10;NDNDNDNDNDNDNDNDND;22NDND8NDND4NDND50NDND228NDND256NDNDNDND5ND0353011;9;9;1.0;4.0;9.0;0.4444444444444444
2023-2024;240;Office of the Commissioner for Federal Judicial Affairs Canada;Commissariat à la magistrature fédérale Canada;0;7;0.0;NANANANANA11830;NANANA0NA20;NA27164070NA00;NANAND0NA00;237NANANANA20608NANANA00326NANANA00000189;0;7;0.0;;;
2023-2024;253;Office of the Superintendent of Financial Institutions Canada;Bureau du surintendant des institutions financières Canada;0;7;0.0;NANANANANANANA;NANANANANANANA;NDNANANANANANA;NANANANANANANA;1110NDND1NANA795NAND24NANDNANANDNANANANANANA;5;7;0.7142857142857143;5.0;9.0;0.5555555555555556
2023-2024;256;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;0;11;0.0;917NANANANANANA864NA393596;NANANANANANANANANANANA;NDNANANANANANA249NA53NA;NANANANANANANANANANANA;NANANANANA95NANA148NANA11NANA68NANA121NANA89NANANANANA561NANANANANA97;7;11;0.6363636363636364;2.0;6.0;0.3333333333333333
2023-2024;560;Pacific Economic Development Agency of Canada;Agence de développement économique du Pacifique Canada;2;3;0.6666666666666666;485NANA;NANANA;NANANA;NANANA;NANA6NANANANANANA;2;3;0.6666666666666666;1.0;4.0;0.25
2023-2024;263;Parks Canada;Parcs Canada;2;26;0.07692307692307693;NANANA00000000NANANANANANANANANA00NA0NANA;NANANA00000000NANANANANANANANANA00NA0NANA;NANANA00000000NANANANANANANANANA00NA0NANA;NANANA0000000NANANANANA10NANANANA00NA0NANA;NANANANANANANANANA0000000000000000000000040NANANANANANANANANANANANA1017NA1097NANANANANANANANANANANANA000000NANANA000NANANANANANA;10;26;0.38461538461538464;5.0;6.0;0.8333333333333334
2023-2024;227;Parole Board of Canada;Commission des libérations conditionnelles du Canada;4;10;0.4;0000NANANANDNDNA;0000NANANANANANA;561757211212ND0NDNDND0;0000ND0NDNDND0;0000000000007775NDND00803819NDND72NDND1350NDNDNA015;3;10;0.3;3.0;5.0;0.6
2023-2024;266;Patented Medicine Prices Review Board Canada;Conseil d'examen du prix des médicaments brevetés Canada;0;1;0.0;0;0;0;0;0082;0;1;0.0;;;
2023-2024;552;Polar Knowledge Canada;Savoir polaire Canada;1;3;0.3333333333333333;15461;0NA0;000;000;00150018000;3;3;1.0;4.0;5.0;0.8
2023-2024;140;Prairies Economic Development Canada;Développement économique Canada pour les Prairies;2;3;0.6666666666666666;3693020;000;000;000;000000000;2;3;0.6666666666666666;5.0;5.0;1.0
2023-2024;278;Privy Council Office;Bureau du Conseil privé;1;3;0.3333333333333333;0197250;576ND0;48ND0;000;0242430NDND00557;3;3;1.0;3.0;3.0;1.0
2023-2024;280;Public Health Agency of Canada;Agence de la santé publique du Canada;3;20;0.15;NANANANANANANANANA4981580NANANANA1901762NANA;NANANANA00NANA440NANA000000000;NANANANANANANANANANANA0NANANANA20NANA;NANANANANANA945NANANANA0NANANANA00NANA;NANA729NANANANANANANANA7020NA160054NANA2NANANA1084NANANANANANANANA0018NANANANANANANANANANANANANA047000NANANANANANA;19;20;0.95;22.0;23.0;0.9565217391304348
2023-2024;248;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;0;2;0.0;NANA;NANA;NANA;NANA;NANANANANANA;0;2;0.0;;;
2023-2024;135;Public Safety Canada;Sécurité publique Canada;2;49;0.04081632653061224;NANANANA779294NANANA01NANA229NANA0NANANA0NANANANA01560000NANDNANANA200NANA000NA51000NA0;NANANANANANANANANANANANANDNANANANANANANANANANANANANANANA0NANANANA0NANANANANANANANANANANANANANANA;NANANANANA0NANANANANANANDNANANANA0NANA00NANANANANANA0NANANDNANANANANANANANANANANA0NANANANANA;NANANANANANANANANANANANANANANANANANANANA00NANANANANANA0NANANANANANANANANANANANANANANANANANANANA;NANA127NANA0NANA0NANA15NANANDNANA259NANA5NANA10NANANANANA0NANANANANANANANANDNANANANANA115NANA148NANA0NANA17NANANANANANANANA53NANA5NANANANANA0NANA0NANA4NANANANANA0000NANA1NANANANANANANANANANANANANANA0NANANANANA0NANANANANA7NANA40NA00NA16NANANANANA0NANA0NANA1NANA1NANANANANANA;37;49;0.7551020408163265;50.0;77.0;0.6493506493506493
2023-2024;282;Public Service Commission of Canada;Commission de la fonction publique du Canada;9;19;0.47368421052631576;10234031771660562083870NANANA37484NANA26282643418134983NA;NA000000NANANANA0NANANA0NANANA;NA0000000NANANA0NANANA0NANANA;NA00001100NANANA0NANA00NANANA;NANANA0018000000000210580000001646NANANANANANA0NANA000NANANANANANA000000NANANANANANANANANA;7;19;0.3684210526315789;6.0;8.0;0.75
2023-2024;136;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;10;48;0.20833333333333334;2540NA13NA118025NDNDNDNDNA0NANANANANANANA1580522607NANANANANANANANANANANANANANA932NANDNANANANANA1002NA104128NA14706NA;2937NA4NANAND3053NDNDNA0037NANA0000NA0NANA96NANANDNANANDNDNDNANANANANDNDNANANDNANANA692NANA8;NANA25300NANDNDNDNDNA0NANANANANANANANA340422NANANANANANANANANANANANANANA63NANDNANANANANANANANANANANA;NANANANANANDNDNDNDNA0NANANANA0NANA0NANANANANANANANANANANANANANANANANANDNANANANANANANANANANANA;72288NA2527NANA68523NA32NA314449NANANANDND1500NDND6770NDND34NDND0NANA15000NANA0NANA1188NANANANANANANANA0NANA505NANA00NA0NA7730654944NANA0NANANANANANANANA7371NANA12949NANANDNANANDNANANDNANANDNANANDNANANDNANA12761NANANDNANANDNANA750NANANA169120NANDNANANDNANANDNANA49NANA20NANA0NANA1890NANA775NANANANANANANANANANANA5095;34;48;0.7083333333333334;39.0;64.0;0.609375
2023-2024;295;Royal Canadian Mounted Police;Gendarmerie royale du Canada;7;49;0.14285714285714285;0000NDNDNDNDNDNANANANDNDNA02727910943NA0NA00NA13861NANDNANANANA1416NANDNANDNDNANA00020977NDND74766NDND;1000NDNDNDNDNDNANANANDNDNA000NAND0NANANANANA0NDNANANANA0NANDNANDNDNANA0ND0NANDNA29598NDND;0000NDNDNDNDNDNANANANDNDNA02342631551NDNA0000NA32751NANDNANANA02462NANDNANDNDNANA000NA0ND4NDND;0000NDNDNDNDNDNANANANDNDNA000NANA063391400NA0NANDNANANANANDNANDNANDNDNANA000NA0NDNDNDND;00000360099000NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNANANANANANANANANANDNDNDNDNDNDNANANA000000000NANANANANANANAND127230NANA186NANA290NANANANANA000NANANANDNDNDNANANANANANANANANDNANA11NA01009NANA70000NDNDNDNANANANDNDNDNDNDNDNANANANANANA000000000NANANA00NDNDNDNDNDND4440NDNDNDNDNDND;15;49;0.30612244897959184;9.0;12.0;0.75
2023-2024;305;Shared Services Canada;Services partagés Canada;5;11;0.45454545454545453;8513419851295322988711083199360511941214026954;00000000000;00000000000;00000000000;000000000000000000000000000000000;9;11;0.8181818181818182;7.0;7.0;1.0
2023-2024;306;Social Sciences and Humanities Research Council of Canada;Conseil de recherches en sciences humaines du Canada;6;7;0.8571428571428571;NANAND813166046662990;NANANANANANANA;NANANANANANANA;NANANANANANANA;949NANA23502NANANANANANANANANANANANANANANANANA;6;7;0.8571428571428571;12.0;15.0;0.8
2023-2024;313;Statistics Canada;Statistique Canada;22;23;0.9565217391304348;11005010001140635900000000000038413100;00000000000000000000000;00000000000000000000000;001000000000000000000000;001050000055860073600132580000001620000000000008500000790000007500000000000000000000000;23;23;1.0;34.0;36.0;0.9444444444444444
2023-2024;247;The Correctional Investigator Canada;L'Enquêteur correctionnel Canada;0;3;0.0;0NANA;ND0ND;31NDND;NDNANA;0NDNDNANDNDNDNDND;0;3;0.0;;;
2023-2024;218;The National Battlefields Commission;Commission des champs de bataille nationaux;0;12;0.0;NANANANANANANANANANANANA;NDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDND;NDNDNDNDNDNDNDNDNDNDNDND;0NDND0NDND0NDND0NDND0NDND0NDND0NDND0NDND0NDND0NDND0NDND0NDND;12;12;1.0;0.0;0.0;
2023-2024;138;Transport Canada;Transports Canada;13;117;0.1111111111111111;NDND350NDNDNDNDNDND1418NDNDNDND679ND952ND2371ND57122NDND2123ND494ND882ND23363111846NDNDNDNDNDND812NDNDND1041ND5053NDND61NDNDNDNDNDNDNDNDNDND34312NDNDNDNDNDNDNDNDNDNDNDND20217ND3003NDND1152995125NDNDNDNDND180854322NDNDNDNDNDNDNDNDNDND51NDNDNDNDND771NDNDNDNDNDNDNDNDNDNDNDND0ND139140;NDNDNDNDNDND65NDNDNDNDNDND0NDNDNDNDNDNDNDNDND702NDNDND1NDNDNDNDNDNDNDNDNDND0NDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDNDND1NDNDND107NDNDNDNDND22NDNDNDNDNDNDNDNDNDNDNDND329NDNDNDND2NDNDNDND35200NDND8875NDNDNDNDNDNDND;NDNDNDNDND0NDNDNDNDND0ND042NDNDND0ND31NDND2ND12ND6ND196NDND30NDNDNDND28ND0ND02NDNDND01NDND000ND00NDND0NDNDNDNDND0ND0NDNDND1260879841ND4589852115618NDNDND0319ND000ND0ND0ND0NDNDND532ND036NDND00NDNDNDNDND0NDND0NDND;NDNDNDNDND025NDNDNDND0ND0NDNDND22352NDND6NDND0NDNDNDNDND32NDND10NDNDNDND0ND0187700NDND001NDND000ND00ND109540NDNDNDND319610ND0NDNDND168NDNDNDNDNDND2NDNDND0NDND000ND000ND0NDNDND09ND0NDNDND00NDNDNDNDND0NDND0NDND;NDNDNDNDND104NDNDNDNDND4NDND00ND116NDND35NDND141858NDNDNDND11214125NDNDNDND64NDND37ND00NDND127NDND17NDNDNDNDNDNDNDND027NDNDND0152776NDND25NDND410590NDNDND69019NDNDND0108NDND1294NDND2701NDNDNDNDNDNDNDND873NDND3NDNDNDNDNDNDNDNDNDNDND104ND089NDND0NDND798NDNDND40ND41NDND1963NDND1819NDND54NDNDND0ND0NDND1319NDND100039NDNDNDND10NDND0NDND1NDND1288NDND62NDND264NDND3NDNDNDNDND7NDNDNDNDND156NDNDNDNDNDNDNDNDNDNDND1929NDNDNDND71391NDNDNDND890107NDNDNDND16331NDND61ND2001534NDND7868NDND6002NDNDNDND1143194NDND796NDNDND56NDND6NDNDNDND731ND24432NDNDNDNDND26NDND0NDND1277NDNDNDNDND17NDNDNDNDND1972NDNDNDND149NDND700NDNDNDNDND2965NDND91NDND1524NDND552NDND21ND0610NDNDND7354NDNDNDND895NDND1NDND720009NDNDNDNDNDNDND6985NDND119NDND0NDND8NDND144NDND1585NDNDNDNDND491;75;117;0.6410256410256411;108.0;191.0;0.5654450261780105
2023-2024;326;Treasury Board of Canada Secretariat;Secrétariat du Conseil du Trésor du Canada;20;32;0.625;17384141270076497254NA481242250000ND7500250000NA17270170ND50NA209170915080NA0NA99NAND17367NA0NA;NANANANANANANANDNANANANANA00NDNANANANA00NDNANDNANANANANANDNA;NA90NA17NANANANANANDNANANANANANANANANANANANANANANANANANANANDNANA;NANANA0NANANANANANANANANANANANANANANA170NANANANANANANANANANANANA;NANANA279NANANANANA0141NANANANANA374NANANANANANANDNANANDNANDNANANANANANANANANANANANANANANANANANDNANANANANANANANANANANANANANA25NANA7NANANANANANANANANANANANANANA426NANANANANANANANA1907NANANANANANA;28;32;0.875;26.0;29.0;0.896551724137931
2023-2024;139;Veterans Affairs Canada;Anciens Combattants Canada;16;30;0.5333333333333333;20009213NA1203NA6285491441126419703571330972827NANA05761NANA05725NANANA56596493;NANANANANANANANANANANANANANANANANANA0NANANANANANANANANA690NA;5711452NANDNA5NA3320293124102622714071482191NANA6001031NANANA5NANANA396423171;NANANANANANANANANANANANANANANANANANA0NANANANANANANANANA7NA;4548NANA2992NANANANANA287NANANANANANANANA2430NANANANANA227NANA15851NANANANANANANANA935NANANANANANANANANANANA824NANANANANA004729NANANA19303NANANANANA19023NANANANANANANANANANANANANANANANANA17402NANANA;20;30;0.6666666666666666;18.0;23.0;0.782608695652174
2023-2024;333;Veterans Review and Appeal Board;Tribunal des anciens combattants (révision et appel);0;1;0.0;NA;NA;ND;NA;NANDND;1;1;1.0;0.0;1.0;0.0
2023-2024;246;Women and Gender Equality Canada;Femmes et Égalité des genres Canada;3;3;1.0;7700230;NANANA;NANANA;NANANA;NANA2NANA1NANA4;3;3;1.0;4.0;6.0;0.6666666666666666
2024-2025;539;Administrative Tribunals Support Service of Canada;Service canadien d'appui aux tribunaux administratifs;1;3;0.3333333333333333;NANA44;NDNDNA;NAND1;NANDNA;NANANDNANANDNANA29;0;3;0.0;;;
2024-2025;1;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;17;34;0.5;NA879192NANANA106755785NA222196913315514NANANANANANANANANA1811NA7525563766;NANANANANANANANANANANANANANANANANANANANANANA0NANANANANANANANANANANA;NA000000000085590028910000NANANA11NANA0NA0000400;NANANANANANANANANANANANANANANANANANANANANANA0NANANANA00NANANANANA;NANANANANA0NANA0NANA0NANA0NANA0NANA59NANA23NANA13NANA0NANANA26483NA0NANA0NANA43609NA0NANA0NANA0NANA0NANA0NANA55NANA833NANA32017239NANA115NANA829NANA2NANA126NANA51NANA0NANA0NANA40NA01NANA0NA00;34;34;1.0;87.0;101.0;0.8613861386138614
2024-2025;12;Atlantic Canada Opportunities Agency;Agence de promotion économique du Canada atlantique;1;4;0.25;NA1280NANA;NANANANA;NANANANA;NANANANA;NANANANANANANANANANANANA;2;4;0.5;4.0;4.0;1.0
2024-2025;26;Canada Border Services Agency;Agence des services frontaliers du Canada;16;43;0.37209302325581395;NANDNANA29198586NA139NA4NA8318NANANA14NA57918NDNANANANANANA14195NA824935NANA42150152NA24953192475NANANANANANANA;NDNANANANANANANANANANANANANANANANANANANA338081NANANANANANANANANA340765NA83939NANANDNANANANANANANA;NA150NDNANANDNANA7ND202136192NA7031322516173986ND863NANANANANANA133NANA2803NANANA81152313NANANANANANANA;NDNANANA705174NDNANANANANANANANANANANANANANA91710392589064242172581772976NANANANANDNANANANANANANANANANANANANA;847NANDNANA1367NANANDNANA172NANANA241NANANANANANANA5052NANANANANANANANANANANANANANANANANA117NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA7356NANANANANA0NANA754NANANANANANA196NANANANANANANANANANANANANANANANANANANANANANANANANANA;29;43;0.6744186046511628;31.0;48.0;0.6458333333333334
2024-2025;141;Canada Economic Development for Quebec Regions;Développement économique Canada pour les régions du Québec;1;3;0.3333333333333333;1003517ND;0NA0;01NA;020;00525NANA11180NA47;3;3;1.0;8.0;8.0;1.0
2024-2025;221;Canada Energy Regulator;Régie de l'énergie du Canada;0;14;0.0;131881501221494011104010;00000000500000;00100000000000;000000001100000;00000000000000000000000000497000000000000000;14;14;1.0;19.0;21.0;0.9047619047619048
2024-2025;46;Canada Revenue Agency;Agence du revenu du Canada;14;47;0.2978723404255319;1020913742805600823NANA394405678232739240546664NA134584118826NA821951630649020NA7995NA442613504805098287602987448326628ND2720211647NDNDNA0NA0NANANA00NA314NAND853291119274NANA5560330;NAND39460NANA2950NANANANANANANANA70903NANANANANANANANANANANANANANA0NA0NANANA00NANANAND4NA70NA5132NA;2172031652024344NANANA14207268929025723NA19395253260NA2036662528472NA2854NA36277220170510930166309152751ND34897NANDNDNA4213NA2115NANANA17472581NA1688ND121429811068NANA1005910;78NANANANANANANANA982480NANANANANANANANANANANANANANANANANANANA0NA0NANANA00NANANAND0NANANANANA;1274369NANANANA3004319303NANANANANANANANANANANANANANANANANANANANANANA55268NANANANANA317690NANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANANA499NANANA3496NANANANA3085NANA21410NANANANANA0ND02367NANA0ND0NANANA4744NANANANDNA0ND00ND0NANANA124232123NA079NDNDNDNA1786798NA3897997NA8881514NANA5NA1608221130NANANA;31;47;0.6595744680851063;19.0;33.0;0.5757575757575758
2024-2025;47;Canada School of Public Service;École de la fonction publique du Canada;1;1;1.0;NA;0;NA;NA;NANA0;0;1;0.0;;;
2024-2025;55;Canadian Centre for Occupational Health and Safety;Centre canadien d’hygiène et de sécurité au travail;6;6;1.0;24642435961369260394489;ND1151NDNDNDND;NA2NDNANANA;NA0NDNANANA;NANANANA1NANANDNDNANANANANANANANANA;0;6;0.0;;;
