"fy_ef","organization_id","organization","core_responsibility","program_id","program_name","planned_spending_1","actual_spending","planned_spending_2","planned_spending_3","planned_ftes_1","actual_ftes","planned_ftes_2","planned_ftes_3","planning_explanation","variance_explanation"
"FY 2022-23",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF01","Public Complaints",4426384.00,6178809.40,4426384.00,4426384.00,37.00,38.00,37.00,37.00,,"The variance between planned and actual spending for fiscal year 2022-23 is primarily attributable to program integrity funding received through Supplementary Estimates (B)."
"FY 2022-23",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF02","Investigations",1702456.00,1692497.73,1702456.00,1702456.00,15.00,16.00,15.00,15.00,,
"FY 2022-23",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Independent review of the RCMP","BXF03","Public Education",680982.00,202983.87,680982.00,680982.00,4.00,5.00,4.00,4.00,,
"FY 2022-23",297,"Civilian Review and Complaints Commission for the Royal Canadian Mounted Police","Internal Services","ISS30","Internal Services",3666827.00,4405370.49,3666827.00,3666827.00,20.00,22.00,20.00,20.00,,"The variance between planned and actual spending for fiscal year 2022-23 is primarily attributable to program integrity funding received through Supplementary Estimates (B)."
"FY 2022-23",302,"National Security and Intelligence Review Agency Secretariat","National Security and Intelligence Reviews and Complaints Investigations","BXW01","National security and intelligence activity reviews and complaints investigations",10756818.00,7756270.81,10757687.00,10757687.00,69.00,53.00,69.00,69.00,,"The difference of $3 million between planned and actual spending is mostly due to the lingering impacts of the pandemic on the Secretariat’s ability to progress with its facilities fit-up and expansion plans, as well as on its planned spending on internal services infrastructure and systems.
The difference between planned and actual FTEs is due to challenges with recruitment and delays with security clearances."
"FY 2022-23",302,"National Security and Intelligence Review Agency Secretariat","Internal Services","ISS00","Internal Services",17493858.00,10532876.25,7701336.00,7701042.00,31.00,25.00,31.00,31.00,"Spending is expected to decrease by $9.8 million in 2023–24, mainly due to the expected completion of the office expansion project in 2022–23. Spending is expected to remain relatively unchanged in 2024–25 from 2023–4","The difference of $6.9 million between planned and actual spending is mostly due to the lingering
impacts of the pandemic on the Secretariat’s ability to progress with its facilities fit-up and expansion plans, as well as on its planned spending on internal services infrastructure and systems."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE01","Workplace Technologies",131530287.00,185176822.16,89873353.00,89433758.00,399.00,388.00,397.00,397.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received from the carry forward, including a realignment between programs to address departmental priorities."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE02","Cloud",6463967.00,13147571.01,5234228.00,5234162.00,165.00,112.00,165.00,165.00,,"In 2022-23 the actual spending is greater than the planned spending due to additional funding received through the carry forward to fund investment activities to address departmental priorities. In 2022-23 actual FTEs are less than the planned FTEs due to a reallocation of resources to address departmental priorities, investment activities and projects that will better position SSC to respond to the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE03","Data Centre Information Technology Operations",724125365.00,687961731.91,711481050.00,638518264.00,1762.00,1982.00,1733.00,1706.00,,"In 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to respond to the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE04","Telecommunications",393604569.00,388138362.27,470601249.00,467939991.00,822.00,596.00,813.00,813.00,,"In 2022-23 actual FTEs are less than the planned FTES due to a reallocation of resources to address departmental priorities, investment activities and projects that will better position SSC to respond to the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE05","Networks",406633413.00,351266801.19,487351352.00,452873550.00,1232.00,1229.00,1223.00,1207.00,,
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE06","Security",290842200.00,190694973.72,211149656.00,193321247.00,811.00,745.00,803.00,800.00,,"In 2022-23 the actual spending is less than the planned spending which is mainly attributed to funds that were reprofiled for several projects and initiatives due to continued supply chain issues and resource capacity constraints affecting SSC’s planned priorities and deliverables as well as a realignment between programs to address departmental priorities."
"FY 2022-23",305,"Shared Services Canada","Common Government of Canada Information Technology (IT) Operations","BYE07","Enterprise Services Design and Delivery",418519893.00,371877279.97,83593650.00,57026284.00,1324.00,1904.00,1270.00,1239.00,,"In 2022-23 actual FTEs are greater than the planned FTES mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to respond to the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS01","Management and Oversight Services",41234092.00,52015249.63,38048162.00,36863348.00,223.00,219.00,219.00,219.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received as well as a realignment between programs to address departmental priorities."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS02","Communications Services",16425727.00,10283205.11,14371867.00,14358449.00,118.00,111.00,116.00,116.00,,"In 2022-23 the actual spending is less than the planned spending mainly due to a realignment between programs to address departmental priorities."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS03","Legal Services",1824779.00,,1623942.00,1619927.00,0.00,0.00,0.00,0.00,,"Actual spending for this program inventory has been re-aligned to other program inventories in 2023-24 to reflect departmental funding allocations."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS04","Human Resources Management Services",36686486.00,51696973.73,32842904.00,32719981.00,314.00,396.00,310.00,310.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received as well as a realignment between programs to address departmental priorities. The 2022-23 actual FTEs are greater than planned FTEs due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS05","Financial Management Services",45365449.00,73157502.30,37301159.00,36365813.00,249.00,326.00,245.00,245.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received for investment activities as well as a realignment between programs to address departmental priorities. The 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS06","Information Management Services",12835876.00,17066458.22,11941541.00,10007794.00,63.00,58.00,62.00,62.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received as well as a realignment between programs to address departmental priorities."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS07","Information Technology Services",53673727.00,86727850.83,48024128.00,40137465.00,162.00,300.00,156.00,156.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received for investment activities as well as a realignment of programs to address departmental priorities. The 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS08","Real Property Management Services",21959804.00,34574118.35,20696154.00,20695218.00,33.00,46.00,31.00,31.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to a realignment of programs to address departmental priorities. The 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS09","Materiel Management Services",3243.00,2867219.17,3279.00,3283.00,0.00,24.00,0.00,0.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to a realignment between programs to address departmental priorities. The 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",305,"Shared Services Canada","Internal Services","ISS0Z","Acquisition Management Services",17166738.00,21448773.61,10629225.00,10627873.00,190.00,214.00,188.00,188.00,,"In 2022-23 the actual spending is greater than the planned spending mainly due to additional funding received for investment activities as well as a realignment between programs to address departmental priorities. The 2022-23 actual FTEs are greater than the planned FTEs mainly due to requirements to address departmental priorities, investment activities and projects that will better position SSC to support the continued increased demand for IT services in 2023-24 and beyond."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT01","Insight Research",232115564.00,251730120.98,221285844.00,229527115.00,91.00,98.00,91.00,91.00,,
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT02","Research Training and Talent Development",135899968.00,136133065.61,130630820.00,125017459.00,41.00,39.00,41.00,41.00,,
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT03","Research Partnerships",108790959.00,104628526.53,102360836.00,85984052.00,49.00,51.00,49.00,49.00,"Planned spending is decreasing in Research Partnerships over the next three years due to the Race, Gender and Diversity Partnership grant funding received for 2022-23 and 2023-24 only, the phasing out of the Networks of Centres of Excellence for which funding is being transferred to the New Frontiers in Research Fund, the phasing out of the Centres of Excellence for Commercialisation and Research and the Business-Led Networks of Centres of Excellence which are being transferred to the Department of Innovation, Science and Economic Development and for the College and Community Innovation Program for which funding is transferred annually from the Natural Sciences and Engineering Research Council and is dependent on competition cycles.",
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT04","New Frontiers in Research Fund",110883543.00,95220622.91,126784401.00,126772927.00,24.00,28.00,30.00,30.00,"Funding from Budget 2018 for the New Frontiers in Research Fund is ramping up and includes the transfer of funding from the Networks of Centres of Excellence.","As announced by the Prime Minister in 2019, funding had been earmarked for Horizon Europe associate members fees to support Canadian participation in Horizon Europe projects. As delays amid on-going negotiations between Canada and the Europe Union (led by Global Affairs and Innovation, Science and Economic Development) continue, other measures were considered to sustain Canadian participation in Horizon Europe projects while discussions are ongoing. Even though a Global Platforms competition was launched for this purpose, a low number of applications was received."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Funding Social Sciences and Humanities Research and Training","BNT06","Canada Biomedical Research Fund",40153843.00,3090821.25,74652280.00,74647765.00,15.00,12.00,14.00,12.00,"Grant funding for the Canada Biomedical Research is $39M for 2022-23 and increasing to $73.5M in 2023-24 and 2024-25. The planned FTE is decreasing over the three years proportionately to the decrease in salary funding received.","An amount of $37.5M for the Canada Biomedical Research Fund is being reprofiled to future years due to delays in the required approvals by the multi-departmental governance structure of the Biomanufacturing and Life Sciences Strategy."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Institutional support for the indirect costs of research","BNU01","Research Support Fund",428251306.00,452361157.14,428249526.00,428247211.00,5.00,7.00,5.00,5.00,,
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS01","Management and Oversight Services",4325649.00,5254010.84,4232657.00,4183243.00,39.00,36.00,39.00,39.00,,"Development of an accessibility plan, advancing key SSHRC and tri-agency EDI initiatives, enhancing SSHRC's international engagement and the evaluation of tri-agency programs such as the Canada Research Chairs, New Frontiers in Research Fund and Scholarships."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS02","Communications Services",1598569.00,1639247.73,1564203.00,1545942.00,11.00,11.00,12.00,12.00,,
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS03","Legal Services",102467.00,56725.75,100265.00,99094.00,0.00,0.00,0.00,0.00,"Legal service activities are combined with many other activities and do not have any specific FTE planned for these activities exclusively.","Legal services costs vary from year to year due to unforeseen circumstances."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS04","Human Resources Management Services",1955234.00,2431911.55,1913201.00,1890865.00,14.00,17.00,15.00,15.00,,"Development of pay equity plan, development of EDI corporate recruitment and outreach plan, implementation of EDI management response to the culture and sytem review, evaluation of the scope of the HR systems review and the hybrid work model change management projects, modernization and standardization of staffing assessment tools."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS05","Financial Management Services",1246728.00,3053516.36,1219926.00,1205684.00,11.00,14.00,11.00,11.00,,"Implementation of SAP financial system to replace the legacy Freebalance financial system."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS06","Information Management Services",658009.00,806934.53,643863.00,636346.00,5.00,6.00,5.00,5.00,,"Implementation of hybrid work system in a new modernized GC workplace location, evolution of the security program and relocation of database and network."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS07","Information Technology Services",5648401.00,4931212.75,5526973.00,5462448.00,28.00,17.00,28.00,28.00,,"At the start of 2021-22, SSHRC revised the allocation of costs to internal services to better align the program inventory to actual usage resulting in a shift of full-time equivalents between internal services and core responsibility 1 and 2, ""Funding Social Sciences and Humanities Research and Training"" and ""Institutional Support for the Indirect Costs of Research"" respectively."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS08","Real Property Management Services",1582775.00,729038.26,1548749.00,1530668.00,5.00,5.00,5.00,5.00,,"Costs related to relocation to a new modernized GC workplace were lower than anticipated."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS09","Materiel Management Services",30487.00,294693.03,29831.00,29483.00,0.00,0.00,0.00,0.00,"Material management activities are combined with many other activities and do not have any specific FTE planned for these activities exclusively.","Implementation of hybrid work system in a new modernized GC workplace location, evolution of the security program and relocation of database and network."
"FY 2022-23",306,"Social Sciences and Humanities Research Council","Internal Services","ISS0Z","Acquisition Management Services",209224.00,339671.98,204726.00,202336.00,2.00,2.00,2.00,2.00,,"Implementation of hybrid work system in a new modernized GC workplace location, evolution of the security program and relocation of database and network."
"FY 2022-23",313,"Statistics Canada","Statistical Information","BNV01","Economic and Environmental Statistics",154377165.00,169304361.89,155909947.00,154159910.00,1497.00,1647.00,1506.00,1489.00,"Statistics Canada is expecting to maintain its capacity in future years for the delivery of ongoing statistical programs, with no significant shifts in resources. Also reflected in all three years are planned resources for new initiatives from Budget 2021.","The increase in actual versus planned spending is mainly the result of an increase in resources for new initiatives from Budget 2021 and 2022 and other departmental organizations. These initiatives include Clean Technology Data Strategy, Intellectual Property Commercialization in the Higher Education Sector Survey, advancing a circular economy for plastics in Canada and the Federal Action Plan to Strengthen Internal Trade. 
Also contributing to the increase are internal investments approved through the agency's Integrated Strategic Planning Process."
"FY 2022-23",313,"Statistics Canada","Statistical Information","BNV02","Socio-economic Statistics",146869792.00,142703574.13,136827939.00,136586030.00,1464.00,1570.00,1406.00,1418.00,"Statistics Canada is expecting to maintain its capacity in future years for the delivery of ongoing statistical programs, with no significant shifts in resources. Also reflected in all three years are planned resources for new initiatives from Budget 2021 for which funding slightly decreases from 2022–23 to 2023–24 and remains relatively the same in 2024-25.",
"FY 2022-23",313,"Statistics Canada","Statistical Information","BNV03","Censuses",54916153.00,73593127.37,8452877.00,1214983.00,538.00,708.00,119.00,54.00,"Voted spending peaked in 2021-22 when the 2021 Census of Population and 2021 Census of Agriculture were conducted and wind down thereafter. This pattern is typical due to the cyclical nature of the Census Program. Funding for the 2026 Census of Population and the 2026 Census of Agriculture has not yet been approved which amplifies the decrease in the overall Census program funding.","The increase in actual versus planned spending is mainly the result of a reprofile of funds from 2020-21 and 2021-22 to 2022-23 in order to  successfully close out the final years of the 2021 Census cycle."
"FY 2022-23",313,"Statistics Canada","Statistical Information","BNV04","Cost-Recovered Statistical Services",13371253.00,19280905.48,12736660.00,12779935.00,1171.00,1785.00,1123.00,1125.00,"Statistics Canada is funded by two sources: direct parliamentary appropriations and cost-recovery activities. Statistics Canada has the authority to generate $120 million annually in respendable revenue, related to two streams: statistical surveys and related services, and custom requests and workshops. A large portion of this respendable revenue comes from federal departments to fund specific statistical projects.

Planned net budgetary spending represents statutory funding attributed to the program.","The net spending for this program is related to non-respendable items such as the Employee Benefit Plan.  An increase in resources due to additional work associated with extra demands following the pandemic and the 2021 Census contributed to the increase in actual versus planned full-time equivalents."
"FY 2022-23",313,"Statistics Canada","Statistical Information","BNV05","Centres of Expertise",127128994.00,167216186.84,126272932.00,130301748.00,1219.00,1295.00,1233.00,1281.00,"Statistics Canada is expecting to maintain its capacity in future years for the delivery of ongoing statistical programs, with no significant shifts in resources. Also reflected in all three years are planned resources for new initiatives from Budget 2021. 

Planned resources include funding related to the Investment Planning cycle.","The increase in actual versus planned spending is mainly the result of salary price increases, retroactive pay and other payments from the ratification of collective agreements. Also, funding was carried forward from 2021-22 allowing the agency to meet the needs of its cyclical programs and to invest in its integrated strategic plans.
The increases are partially offset by budget carried forward to 2023-24, as well as internal investments approved through the agency's Integrated Strategic Planning Process."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS01","Management and Oversight Services",10802763.00,9609019.89,10644047.00,10077466.00,86.00,75.00,83.00,78.00,,
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS02","Communications Services",2646121.00,3157181.62,2648845.00,2649315.00,27.00,32.00,27.00,27.00,,"The increase in actual versus planned spending is mainly the result of an internal realignment between Communications services and Centres of Expertise program."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS03","Legal Services",402825.00,237663.70,402825.00,402825.00,0.00,0.00,0.00,0.00,,"Legal service expenditures are difficult to plan as they are incurred as needed."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS04","Human Resources Management Services",18459435.00,23886446.00,17521299.00,16085300.00,182.00,247.00,177.00,163.00,,"The increase in actual versus planned spending is mainly the result of an internal realignment between Human Resources Management services and Centres of Expertise program."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS05","Financial Management Services",15431337.00,17950219.80,15396926.00,15465188.00,145.00,164.00,145.00,145.00,,"The increase in actual versus planned spending is mainly the result of an internal realignment between Financial Management services and Centres of Expertise program."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS06","Information Management Services",4361693.00,4266457.21,4365719.00,4366413.00,37.00,35.00,37.00,37.00,,
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS07","Information Technology Services",19773481.00,45409500.43,17098962.00,16345726.00,126.00,231.00,117.00,109.00,,"The increase in actual versus planned spending is mainly the result of an increase in resources for an initiative approved in 2018-19 to migrate the infrastructure to the Cloud as well as additional spending related to internal information technology support."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS08","Real Property Management Services",6365020.00,4261640.67,6331848.00,6343100.00,36.00,29.00,36.00,36.00,,"The decrease in actual versus planned spending is mainly the result of an internal realignment between Real Property Management services and Centres of Expertise program."
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS09","Materiel Management Services",814009.00,798907.01,808117.00,810230.00,10.00,10.00,10.00,10.00,,
"FY 2022-23",313,"Statistics Canada","Internal Services","ISS0Z","Acquisition Management Services",974208.00,1003987.63,975314.00,975505.00,10.00,10.00,10.00,10.00,,
"FY 2022-23",326,"Treasury Board Secretariat","Spending Oversight","BXA01","Oversight and Treasury Board Support",24430083.00,24399489.19,24282020.00,24282020.00,170.00,158.00,170.00,170.00,,"The decrease in Oversight and Treasury Board Support program full-time equivalents is mainly attributable to minor vacancies in the Economic sector, the Government Operations sector and the International Affairs, Security and Justice sector."
"FY 2022-23",326,"Treasury Board Secretariat","Spending Oversight","BXA02","Expenditure Data, Analysis, Results, and Reviews",18088213.00,19677465.12,18088520.00,17877121.00,132.00,131.00,132.00,130.00,,"The increase in Expenditure Data, Analysis and Reviews program spending is mainly attributable to an increase in paylist expenditures: civilian severance pay and termination benefits; vacation credits payable upon termination of employment with the Public Service; parental benefits; and termination benefits for Ministers' exempt staff."
"FY 2022-23",326,"Treasury Board Secretariat","Spending Oversight","BXA04","Government-Wide Funds",4302305896.00,,4175593000.00,4169693000.00,0.00,0.00,0.00,0.00,,"The variance is attributable to the way Government-Wide Funds are transferred between the Treasury Board of Canada Secretariat (TBS) and other government organizations. Each year, TBS includes this funding in its reference levels to be transferred to government organizations once specific criteria are met. Unused central vote funding is lapsed."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB01","Financial Management Policies and Initiatives",18708197.00,19725946.12,15805264.00,15173304.00,105.00,120.00,86.00,86.00,"The decrease in planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 in Financial Management Policies and Initiatives is associated with additional funding announced in 2020–21 for Phoenix stabilization and HR-to-Pay initiatives (Budget 2021), notably for the Government-Wide Claims Office, which is scheduled to sunset in 2022-23 and is subject to the renewal process.","The increase in Financial Management Policies and Initiatives program spending is mainly attributable to additional funding received for executive compensation allocations. The increase in full-time equivalents is mainly attributable to increased support for Phoenix stabilization."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB02","Digital Policy",14170776.00,23321841.83,14170776.00,14170776.00,99.00,172.00,99.00,99.00,,"The increase in Digital Policy program spending and full-time equivalents is mainly attributable to additional funding to support the Governance and Oversight of Digital Initiatives. The increase in full-time equivalents is mainly attributable to growth within the Digital Policies and Services and Chief Data Officer divisions of the Office of the Chief Information Officer."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB03","Digital Strategy, Planning, and Oversight",19817234.00,28026031.35,17524383.00,15086983.00,118.00,237.00,104.00,93.00,"The decrease in planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 for Digital Strategy, Planning, and Oversight is mainly attributable to a reduction to the funding to Access to Information Review and Action Plan (Budget 2021), which is scheduled to sunset in 2023-24, and the funding for the Policy on COVID-19 Vaccination for the Core Public Administration including the Royal Canadian Mounted Police (off-cycle funding approved for two years starting 2021-22), which is scheduled to sunset in 2022-23.  Both initiatives are subject to the renewal process.

The decrease in planned spending and full-time equivalents (FTEs) from 2023-24 to 2024-25 for Digital Strategy, Planning, and Oversight is mainly attributable to the funding to Access to Information Review and Action Plan (Budget 2021), which is scheduled to sunset in 2022-23 and subject to the renewal process.","The increase in Digital Strategy, Planning, and Oversight program spending and full-time equivalents is mainly attributable to additional funding received to support Governance and Oversight of Digital Initiatives."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB04","Management Accountability Framework",1366810.00,1666943.61,1366810.00,1366810.00,9.00,12.00,9.00,9.00,,"The increase in Management Accountability Framework program spending is mainly attributable to additional funding received for executive compensation allocations."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB05","Acquired Services and Assets Policies and Initiatives",10223452.00,10512179.55,9998450.00,8223455.00,62.00,69.00,62.00,50.00,"The decrease in planned spending and full-time equivalents (FTEs) from 2023-24 to 2024-25 for Acquired Services and Assets Policies and Initiatives is mainly attributable to the funding for the Centre of Expertise for Real Property, which is sunsetting in 2023-24 and a reduction to the funding for the Government Contracts, Including Real Property Leases, in the Nunavut Settlement Area.  Both initiatives are subject to the renewal process.","The increase in Acquired Services and Assets Policies and Initiatives program full-time equivalents is mainly attributable to an increase in the Investment Planning and Project Management division of the Office of the Comptroller General."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB06","Digital Comptrollership Program",8211632.00,15473670.58,8048766.00,8048766.00,13.00,57.00,13.00,13.00,,"The increase in Digital Comptrollership program spending and full-time equivalents is mainly attributable to increased funding to support Financial Management Transformation."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB07","Internal Audit Policies and Initiatives",6567032.00,7781383.09,6567032.00,6567032.00,52.00,55.00,52.00,52.00,,"The increase in Internal Audit Policies and Initiatives program spending and full-time equivalents is mainly attributable to additional funding received to support the Capacity Accelerator Project, which aims to reinforce the internal audit function's role in the Government of Canada."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB08","Communications and Federal Identity Policies and Initiatives",933789.00,2461751.62,933789.00,933789.00,16.00,19.00,16.00,16.00,,"The increase in Communications and Federal Identity Policies and Initiatives program spending and full-time equivalents is mainly attributable to the increased workload required to meet departmental priorities."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB09","Canadian Digital Service",19542717.00,18952367.95,19505717.00,19505717.00,108.00,127.00,108.00,108.00,,"The increase in Canadian Digital Services program full-time equivalents is mainly attributable to additional support for Canadian Digital Service program delivery."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB10","Greening Government Operations",9446341.00,2594885.03,22768648.00,45215950.00,11.00,21.00,11.00,11.00,"The increase of planned spending for Greening Government Operations from 2022-23 to 2024-25 is attributable to the funding to implement a federal Low Carbon Fuel Procurement Program and the renewal of the funding for the Greening Government Fund.","The decrease in Greening Government Operations program spending is mainly attributable to an increase in funding transfers to various organizations to support projects which will reduce greenhouse gas emissions in federal government operations. The increase in full-time equivalents is mainly attributable to additional personnel to deliver the greening government program."
"FY 2022-23",326,"Treasury Board Secretariat","Administrative Leadership","BXB11","Public Service Accessibility",4459206.00,4539293.81,3735483.00,0.00,19.00,24.00,19.00,0.00,"The decrease of planned spending from 2022-23 to 2023-24 for Public Service Accessibility is mainly due to the reprofiling of funds in the Centralized Enabling Workplace Fund from 2019-20 to 2022-23. 

The decrease of planned spending and full-time equivalents (FTEs) from 2023-24 to 2024-25 for Public Service Accessibility is mainly attributable to the sunsetting of Funding to renew the Office of Public Service Accessibility (Budget 2021) and the Funding for the Centralized Enabling Workplace Fund.  Both initiatives are subject to the renewal process.","The increase in Public Service Accessibility program full-time equivalents is mainly attributable to additional funding received during the fiscal year for the Centralized Enabling Workplace Fund."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC01","Employee Relations and Total Compensation",34902686.00,62025587.54,29671938.00,25012046.00,180.00,312.00,142.00,138.00,"The decrease in planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 for Employment Conditions and Labour Relations is mainly attributable to the funding to advance public service job classification (Budget 2021) starting in 2021-22 for two years, the funding for the Policy on COVID-19 Vaccination for the Core Public Administration including the Royal Canadian Mounted Police (off-cycle funding approved for two years starting 2021-22), and additional funding announced in 2020–21 for Phoenix stabilization and HR-to-Pay initiatives (Budget 2021).  All initiatives are subject to the renewal process.

The decrease in planned spending and full-time equivalents (FTEs) from 2023-24 to 2024-25 for Employment Conditions and Labour Relations is mainly attributable to the funding announced in the Budget 2019 for the Pay Equity initiative sunsetting in 2024-25 and is subject to the renewal process.","The increase in Employee Relations and Total Compensation program spending is mainly attributable to additional funding received for out-of-court settlements. The increase in full-time equivalents is mainly attributable to two activities: the management of public service insurance and benefits; and employee relations and total compensation."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC02","Pension and Benefits Management",4221417.00,,4147093.00,3931093.00,70.00,0.00,70.00,70.00,,"The decrease in Pension and Benefits Management program spending and full-time equivalents is mainly attributable to the subsummation of this program into the Employee Relations and Total Compensation program."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC03","Workplace Policies and Services",18362418.00,16574019.39,14468768.00,14468768.00,118.00,127.00,104.00,104.00,"The decrease of planned spending and full-time equivalents (FTEs) from 2022-23 to 2023-24 for Workplace Policies and Services is attributable to the funding announced in the 2020 Fall Economic Statement to Foster a diverse and inclusive public service initiative that is scheduled to sunset at the end of 2022-23 and is subject to the renewal process.","The decrease in Workplace Policies and Services program spending is mainly attributable to a reduction in Office of the Chief Human Resources Officer spending on Diversity and Inclusion and Official Languages. The increase in full-time equivalents is mainly attributable to the additional support required for Diversity and Inclusion initiatives."
"FY 2022-23",326,"Treasury Board Secretariat","Employer","BXC04","Public Service Employer Payments",3196350787.00,3756369126.70,3355826325.00,3525791869.00,0.00,0.00,0.00,0.00,"The increase of planned spending from 2022-23 to 2024-25 for Public Service Employer Payments is attributable to the approved additional funding for the Public Service Insurance Plans to ensure financial sustainability of the public service group insurance plans and programs.","The increase in Public Service Employer Payments program spending is mainly attributable to an increase in spending on the Royal Canadian Mounted Police Life and Disability plans because of approved disability claims and related payments, further to the recent signing of the first collective agreement for regular members, which is a key determinant of the amount of a disability benefit payment."
